,交易年份,土地位置建物門牌,屋齡,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,單價元平方公尺,修正地址
1897,110,臺北市中山區林森北路557巷3號八樓之6,11,2,1,1,有,219382,False
1901,110,臺北市中山區錦州街50號五樓之23,37,1,0,1,有,161238,False
1902,110,臺北市中山區新生北路三段82巷18號四樓之2,29,1,1,1,有,190524,False
1903,110,臺北市中山區樂群二路86號五樓,4,0,0,0,有,458895,False
1905,110,臺北市中山區中山北路二段36巷24號四樓,38,3,2,2,無,220872,False
1907,110,臺北市中山區民權東路一段36號三樓,14,1,1,1,有,246202,False
1909,110,臺北市中山區長春路28號七樓之1,11,1,1,1,有,260035,False
1911,110,臺北市中山區崇實路63巷1號,24,1,1,1,有,320180,False
1912,110,臺北市中山區建國北路二段35號二樓之2,33,1,1,1,有,251796,False
1953,110,臺北市中山區中原街22號七樓之20,44,1,0,1,有,168350,False
1958,110,臺北市中山區建國北路二段35號六樓之3,33,1,1,1,有,248873,False
1964,110,臺北市中山區新生北路三段26號十二樓之11,40,1,1,1,有,195950,False
2022,110,臺北市中山區中山北路二段65巷10號九樓之1,1,2,1,1,有,279883,False
2070,110,臺北市中山區農安街271巷2之1號五樓,36,3,2,3,無,175753,False
2118,110,臺北市中山區松江路3號八樓之6,25,2,2,2,有,203381,False
2122,110,臺北市中山區南京東路三段106號十三樓,1,0,0,0,有,415524,False
2124,110,臺北市中山區伊通街129號六樓之5,19,1,1,1,有,260562,False
2125,110,臺北市中山區撫順街6之1號八樓之2,39,1,1,1,有,250172,False
2132,110,臺北市中山區撫順街41巷1之10號四樓,52,2,1,1,無,148633,False
2135,110,臺北市中山區新生北路二段39號七樓之5,41,2,1,1,有,169041,False
2201,110,臺北市中山區吉林路369號四樓,42,1,1,1,有,185833,False
2204,110,臺北市中山區長春路28號九樓之3,11,1,1,1,有,248166,False
2261,110,臺北市中山區長春路410號十一樓之2,32,1,1,1,有,244645,False
2264,110,臺北市中山區中原街22號七樓之19,44,1,1,1,有,194368,False
2305,110,臺北市中山區林森北路409號八樓之26,39,0,1,1,有,157017,False
2368,110,臺北市中山區遼寧街101巷2弄20號二樓,49,3,2,2,無,200748,False
2383,110,臺北市中山區德惠街45號六樓之5,42,1,1,1,有,185996,False
2389,110,臺北市中山區龍江路455號二樓,45,3,2,2,無,188835,False
2439,110,臺北市中山區錦州街50號六樓之20,37,1,0,1,有,139519,False
2440,110,臺北市中山區林森北路119巷88號三樓之1,33,1,1,1,有,195546,False
2442,110,臺北市中山區新生北路一段25之2號五樓,48,6,0,3,無,231530,False
2443,110,臺北市中山區新生北路一段25之2號二樓,48,4,0,4,無,231530,False
2444,110,臺北市中山區新生北路一段25之2號四樓,48,4,0,1,無,231530,False
2450,110,臺北市中山區松江路46巷12號,51,2,1,1,無,299749,False
2451,110,臺北市中山區敬業三路162巷76號十樓,21,3,2,2,有,189759,False
2453,110,臺北市中山區中山北路二段62巷35號六樓之1,3,1,1,1,有,281214,False
2458,110,臺北市中山區新生北路三段61號四樓之29,45,1,1,1,有,182942,False
2511,110,臺北市中山區松江路133巷50號四樓之3,17,1,1,1,有,291717,False
2515,110,臺北市中山區龍江路328巷4號四樓,43,3,2,2,無,141817,False
2586,110,臺北市中山區民權西路20號三樓之9,44,1,2,1,有,193689,False
2653,110,臺北市中山區民權東路三段56號十四樓之1,37,0,1,0,有,241980,False
2657,110,臺北市中山區民生東路一段29號七樓之3,38,3,1,1,有,172973,False
2659,110,臺北市中山區龍江路384巷6號三樓,42,3,2,2,無,196739,False
2662,110,臺北市中山區龍江路305巷8號四樓,39,3,2,2,無,185562,False
2664,110,臺北市中山區天祥路16號五樓之1,5,1,1,1,有,273342,False
2724,110,臺北市中山區興安街91號十樓之3,35,4,2,2,有,232114,False
2725,110,臺北市中山區新生北路二段29號十樓,37,4,2,2,有,212552,False
2727,110,臺北市中山區新生北路三段70號七樓之5,41,1,0,1,有,163877,False
2773,111,臺北市中山區雙城街43巷7號六樓之7,43,0,0,0,有,177150,False
2826,110,臺北市中山區遼寧街76巷11號,14,1,1,1,無,325105,False
2830,110,臺北市中山區樂群二路200號二樓,21,3,2,2,有,187174,False
2834,110,臺北市中山區錦州街50號十二樓之27,37,0,0,0,有,127378,False
2835,110,臺北市中山區新生北路二段119巷5號三樓,48,5,1,2,無,176648,False
2839,110,臺北市中山區新生北路二段60巷2號十樓之10,40,1,1,1,有,184251,False
2889,110,臺北市中山區中山北路一段121巷25號三樓,50,3,3,3,無,183252,False
2893,111,臺北市中山區新生北路二段74號十一樓之10,50,1,1,1,有,163089,False
2895,111,臺北市中山區新生北路三段16號六樓,10,1,1,1,有,226522,False
2947,110,臺北市中山區新生北路一段23號三樓之1,41,2,2,1,有,223486,False
2979,110,臺北市中山區錦州街159號十樓,41,2,2,1,有,182478,False
2980,110,臺北市中山區合江街39號七樓,3,2,2,1,有,287219,False
3022,110,臺北市中山區新生北路二段43號七樓之2,45,1,0,1,有,166412,False
3023,110,臺北市中山區新生北路二段43號七樓之3,45,1,0,1,有,169047,False
3037,110,臺北市中山區興安街77號五樓之1,35,3,2,2,有,240621,False
3039,110,臺北市中山區合江街188巷5號六樓,43,4,2,2,有,195482,False
3045,110,臺北市中山區民生東路二段83號六樓之27,41,1,1,1,有,163592,False
3046,110,臺北市中山區民生東路一段77號十樓之1,29,1,1,1,有,168720,False
3047,110,臺北市中山區錦州街50號六樓之11,37,0,0,0,有,134707,False
3048,110,臺北市中山區大直街84巷3號,37,3,2,2,無,356211,False
3049,110,臺北市中山區大直街84巷5號,37,3,2,2,無,356211,False
3051,110,臺北市中山區合江街58巷19號五樓,35,7,2,5,無,189298,False
3053,110,臺北市中山區龍江路336號六樓,34,3,2,1,有,235771,False
3090,110,臺北市中山區民生東路一段87號三樓之1,25,1,0,1,有,178301,False
3095,110,臺北市中山區興安街100號九樓之4,35,2,1,1,有,246163,False
3131,111,臺北市中山區建國北路二段109號十一樓,37,3,2,2,有,220831,False
3133,111,臺北市中山區吉林路447巷12號四樓,38,3,2,2,無,161518,False
3174,110,臺北市中山區南京東路二段108號八樓,11,1,1,1,有,297478,False
3218,110,臺北市中山區民權東路二段146號九樓之2,39,2,1,1,有,241397,False
3230,110,臺北市中山區龍江路295巷5號四樓之1,51,3,2,1,無,152168,False
3240,110,臺北市中山區民權東路二段92巷7弄26號,53,3,2,2,無,327301,False
3242,110,臺北市中山區林森北路85巷86號二樓之1,50,2,2,2,有,179130,False
3280,110,臺北市中山區合江街93巷10之1號,53,4,1,2,無,550796,False
3293,110,臺北市中山區新生北路一段41號八樓,37,3,2,2,有,215332,False
3294,110,臺北市中山區德惠街52號八樓之2,39,1,1,1,有,197273,False
3300,110,臺北市中山區民生東路一段25號九樓之1,41,2,1,1,有,135999,False
3304,110,臺北市中山區林森北路409號十樓之2,39,2,1,1,有,163619,False
3377,110,臺北市中山區錦州街298號四樓,42,3,2,2,有,201495,False
3378,110,臺北市中山區新生北路三段12號四樓之1,9,0,0,0,有,198372,False
3379,110,臺北市中山區林森北路289號七樓之1,44,3,2,1,有,158587,False
3423,110,臺北市中山區建國北路三段75巷5號六樓,38,3,2,2,有,191877,False
3439,110,臺北市中山區龍江路384巷6號一樓,42,3,2,2,無,231458,False
3440,110,臺北市中山區建國北路一段41號六樓,14,1,2,1,有,246473,False
3443,110,臺北市中山區松江路46巷12號二樓,51,2,1,1,無,220956,False
3485,110,臺北市中山區長安東路二段49號七樓,37,3,1,1,有,241331,False
3571,110,臺北市中山區農安街227巷9弄4號五樓,44,3,2,1,無,164041,False
3612,109,臺北市中山區撫順街26號七樓之1,44,2,1,1,有,163210,False
3647,111,臺北市中山區雙城街19巷8號三樓之15,14,1,1,1,有,234899,False
3653,110,臺北市中山區中山北路二段137巷8號四樓,43,2,2,1,無,171556,False
3728,110,臺北市中山區中山北路一段121巷33號九樓之1,10,1,1,1,有,245878,False
3773,110,臺北市中山區中山北路二段77巷17號八樓之5,12,0,0,0,有,253931,False
3785,110,臺北市中山區濱江街172號二樓,54,0,0,1,無,136081,False
3799,110,臺北市中山區松江路118號十四樓之7,0,1,1,1,有,482090,False
3831,110,臺北市中山區民生東路二段83號三樓之40,41,1,1,1,有,147548,False
3859,110,臺北市中山區新生北路三段7號十樓之3,39,2,2,2,有,198795,False
3880,110,臺北市中山區松江路38巷2號十一樓,36,3,2,2,有,240639,False
3884,110,臺北市中山區林森北路107巷30號六樓之9,39,0,0,0,有,155945,False
3922,110,臺北市中山區樂群二路192號二樓,21,3,2,2,有,154440,False
3924,110,臺北市中山區合江街73巷14號四樓,39,3,2,2,有,234892,False
3932,110,臺北市中山區大直街62巷5弄8號三樓,43,3,2,2,無,189039,False
3935,110,臺北市中山區中山北路一段105巷21號六樓之1,26,1,1,1,有,199282,False
3971,110,臺北市中山區林森北路416巷1號二樓之4,45,4,4,2,有,165667,False
3976,110,臺北市中山區松江路428號二樓之1,15,1,1,1,有,317765,False
3994,110,臺北市中山區民生東路一段54號十樓之3,36,1,1,1,有,203268,False
3997,110,臺北市中山區新生北路三段56巷1號九樓之12,40,1,1,1,有,175492,False
4042,110,臺北市中山區龍江路342巷38號四樓,43,3,2,2,無,178517,False
4089,110,臺北市中山區新生北路三段43號十樓之16,43,1,1,1,有,154649,False
4092,110,臺北市中山區德惠街45號九樓之5,42,1,1,1,有,221675,False
4160,111,臺北市中山區南京東路一段132巷30號四樓之1,20,0,0,1,有,181231,False
4161,111,臺北市中山區錦州街159號六樓之4,42,1,1,1,有,194074,False
4163,110,臺北市中山區錦州街159號七樓之1,41,2,1,1,有,199503,False
4215,110,臺北市中山區吉林路476號四樓,48,4,2,4,無,195214,False
4218,110,臺北市中山區龍江路292巷3號六樓,25,3,2,2,有,252717,False
4237,110,臺北市中山區中山北路三段29號三樓,44,4,2,2,有,200018,False
4238,110,臺北市中山區合江街19號三樓,50,2,2,3,無,190718,False
4242,110,臺北市中山區龍江路244之1號三樓,35,3,2,2,有,216408,False
4244,110,臺北市中山區建國北路三段113巷1號四樓,41,3,2,2,無,166342,False
4341,110,臺北市中山區林森北路536號二樓之6,16,2,1,1,有,233281,False
4342,110,臺北市中山區林森北路306號十樓之1,18,1,0,1,有,217214,False
4346,111,臺北市中山區德惠街34號十一樓之2,43,1,0,1,有,157826,False
4407,110,臺北市中山區林森北路399巷21號六樓之1,37,5,1,4,有,150491,False
4410,111,臺北市中山區農安街45號八樓之3,46,1,1,1,有,196489,False
4415,111,臺北市中山區新生北路三段82巷18號二樓之6,30,2,1,1,有,200701,False
4434,110,臺北市中山區錦州街21號十樓之7,39,2,1,1,有,228595,False
4437,110,臺北市中山區樂群二路186號六樓,21,3,2,2,有,187645,False
4466,110,臺北市中山區林森北路145巷36號五樓,37,3,2,1,無,183400,False
4467,110,臺北市中山區北安路627號二樓,35,4,0,4,無,202745,False
4483,110,臺北市中山區林森北路481號七樓之9,18,1,2,1,有,210575,False
4491,110,臺北市中山區復興南路一段44號九樓之1,40,1,0,1,有,250382,False
4493,111,臺北市中山區新生北路三段1號七樓之15,41,1,1,1,有,204025,False
4539,110,臺北市中山區龍江路271巷5號七樓,38,4,2,2,有,243777,False
4540,110,臺北市中山區遼寧街223號三樓,35,3,2,1,有,177587,False
4541,110,臺北市中山區林森北路416巷1號四樓之5,45,1,1,1,有,145912,False
4542,110,臺北市中山區新生北路三段82巷17號五樓,39,3,2,2,無,194946,False
4543,110,臺北市中山區新生北路二段39號七樓之1,41,2,2,2,有,162665,False
4545,110,臺北市中山區中山北路二段77巷37號十二樓,42,1,1,1,有,154416,False
4547,111,臺北市中山區民生東路一段72號十樓之1,41,0,0,0,有,147798,False
4586,110,臺北市中山區建國北路二段35號八樓之2,33,1,1,1,有,232251,False
4589,111,臺北市中山區四平街107號六樓之1,21,0,0,0,有,249293,False
4591,110,臺北市中山區安東街19號二樓之9、二樓之10,40,2,2,1,有,224996,False
4648,110,臺北市中山區新生北路二段127巷24號,55,2,2,1,無,177329,False
4650,110,臺北市中山區新生北路二段127巷24號,55,2,2,1,無,286455,False
4667,110,臺北市中山區興安街63號六樓之2,35,3,2,2,有,236126,False
4687,110,臺北市中山區五常街53巷1號四樓,44,3,2,1,無,159585,False
4688,111,臺北市中山區復興北路402巷12號四樓,38,3,2,2,有,266188,False
4699,111,臺北市中山區林森北路413號八樓之5,38,2,1,1,有,144631,False
4703,111,臺北市中山區林森北路306號十四樓之7,19,1,1,1,有,202461,False
4704,111,臺北市中山區錦西街31號六樓之2,45,1,1,1,有,202713,False
4715,110,臺北市中山區林森北路413號十一樓之11,37,2,1,1,有,170629,False
4756,111,臺北市中山區伊通街129號八樓之5,20,1,1,1,有,243557,False
4824,110,臺北市中山區中原街22號四樓之25,44,1,1,1,有,196296,False
4829,111,臺北市中山區林森北路107巷81號六樓,36,1,1,1,有,164490,False
4874,111,臺北市中山區民生東路二段147巷12弄26號二樓,56,3,2,1,無,182322,False
4889,110,臺北市中山區敬業三路162巷60號五樓,21,3,2,2,有,230179,False
4893,111,臺北市中山區林森北路483號二樓之2,19,1,1,1,有,194929,False
4895,110,臺北市中山區雙城街49巷18號,7,2,1,1,有,278025,False
4898,110,臺北市中山區錦州街50號八樓之6,37,2,1,1,有,179609,False
4906,111,臺北市中山區樂群二路180號七樓,22,3,2,2,有,198713,False
4945,111,臺北市中山區民權東路二段26號十一樓,38,2,2,1,有,198638,False
4948,111,臺北市中山區復興北路66號十一樓,43,2,2,1,有,257043,False
4990,111,臺北市中山區中山北路二段26巷24號三樓,11,2,2,2,有,232385,False
5026,110,臺北市中山區農安街77巷9弄18號,53,3,1,2,無,258464,False
5033,111,臺北市中山區林森北路409號十樓,40,2,2,1,有,141406,False
5036,110,臺北市中山區林森北路85巷88號三樓之2,50,2,0,2,有,158960,False
5076,110,臺北市中山區中山北路三段51之5號,0,2,2,1,有,313690,False
5077,110,臺北市中山區建國北路一段33巷41號二樓,40,3,2,2,有,192830,False
5078,111,臺北市中山區新生北路一段47巷8號,53,0,0,0,無,243526,False
5082,110,臺北市中山區南京東路二段108號十三樓,11,1,1,1,有,307567,False
5086,111,臺北市中山區錦州街50號六樓之25,38,1,1,1,有,142535,False
5088,111,臺北市中山區雙城街43巷21號五樓之4,28,1,0,1,有,195227,False
5099,111,臺北市中山區吉林路456巷37號三樓,54,3,2,2,無,178218,False
5174,111,臺北市中山區撫順街23號五樓之3,18,2,1,2,有,182281,False
5176,111,臺北市中山區龍江路318巷25號五樓,45,3,2,1,無,155966,False
5209,110,臺北市中山區錦州街164號三樓,52,2,2,1,無,191433,False
5212,111,臺北市中山區林森北路409號八樓之24,40,0,1,1,有,90931,False
5219,110,臺北市中山區農安街237號五樓,39,4,2,3,無,184839,False
5229,110,臺北市中山區北安路662號五樓,27,3,2,2,有,216042,False
5269,111,臺北市中山區林森北路308號五樓,12,1,1,1,有,216049,False
5270,111,臺北市中山區民生東路二段83號六樓之35,42,1,1,1,有,205579,False
5271,111,臺北市中山區錦州街30巷11號十樓之15,43,1,1,1,有,152569,False
5331,111,臺北市中山區南京東路二段108號十一樓之3,12,1,1,1,有,299341,False
5333,111,臺北市中山區林森北路481號九樓之6,19,1,1,1,有,219653,False
5386,111,臺北市中山區合江街93巷23號四樓,40,3,1,1,無,190754,False
5391,110,臺北市中山區農安街34號四樓之1,42,1,1,1,有,183290,False
5489,111,臺北市中山區新生北路三段56巷1號八樓之14,41,0,0,0,有,177350,False
5490,110,臺北市中山區松江路2號九樓之6,40,1,1,1,有,226079,False
5528,110,臺北市中山區錦州街50號九樓之9,37,2,1,1,有,184363,False
5529,110,臺北市中山區吉林路200巷22號,55,2,3,2,無,286750,False
5531,111,臺北市中山區天祥路16巷15號四樓之4,52,1,1,1,有,196166,False
5538,111,臺北市中山區新生北路二段76號八樓,14,1,1,1,有,231564,False
5545,110,臺北市中山區長安東路一段56巷3號四樓,18,1,1,1,有,225509,False
5618,111,臺北市中山區雙城街3巷2號八樓之6,27,1,1,1,有,187882,False
5627,111,臺北市中山區民生東路一段72號十樓之2,41,1,0,1,有,160550,False
5654,110,臺北市中山區合江街17巷7號,48,5,2,2,無,257859,False
5658,111,臺北市中山區德惠街45號五樓之10,43,0,0,0,有,145879,False
5702,111,臺北市中山區建國北路三段113巷7弄1號四樓,42,3,2,2,無,159756,False
5705,111,臺北市中山區林森北路286號十一樓之8,34,1,1,1,有,163619,False
5712,111,臺北市中山區新生北路三段43號九樓之2,44,1,1,1,有,187125,False
5718,111,臺北市中山區吉林路98巷24號,54,3,1,2,無,175102,False
5798,111,臺北市中山區德惠街45號六樓之21,43,1,1,1,有,180573,False
5799,111,臺北市中山區林森北路119巷88號七樓之1,34,0,1,1,有,187466,False
5950,111,臺北市中山區中山北路二段59巷45號十三樓之11,23,1,1,1,有,244344,False
5951,111,臺北市中山區復興北路190巷13號九樓之2,36,3,2,1,有,203149,False
6010,111,臺北市中山區民生東路二段83號五樓之9,42,1,1,1,有,189751,False
6115,111,臺北市中山區德惠街3巷1號四樓,16,0,0,0,有,236967,False
6186,111,臺北市中山區民族東路512巷13弄49號五樓,41,3,2,1,無,168109,False
14,110,臺北市中山區松江路562號四樓之7,25,2,1,1,有,138660,False
15,110,臺北市中山區中山北路二段39巷6號八樓之2,20,1,1,1,有,242028,False
16,110,臺北市中山區民生東路一段25號七樓之10,41,1,1,1,有,169858,False
17,110,臺北市中山區新生北路二段72巷17號八樓之3,45,1,1,1,有,168269,False
41,110,臺北市中山區吉林路258號二樓之1,7,2,2,1,有,252755,False
43,110,臺北市中山區明水路397巷7弄80號八樓,27,3,2,1,有,273764,False
78,110,臺北市中山區林森北路107巷25號七樓,34,4,0,4,有,180696,False
79,110,臺北市中山區松江路160巷16號四樓,56,2,2,1,無,203356,False
143,110,臺北市中山區吉林路119巷1號五樓之1,36,1,2,1,有,229115,False
179,110,臺北市中山區林森北路107巷90號二樓之1、二樓之2,45,2,2,2,有,163119,False
183,110,臺北市中山區新生北路一段56號五樓,33,2,2,1,有,191259,False
283,110,臺北市中山區吉林路176號五樓,39,3,2,2,有,208481,False
285,110,臺北市中山區五常街11巷5號十四樓之2,2,1,1,1,有,245656,False
293,110,臺北市中山區北安路595巷4號五樓,29,3,2,2,無,194010,False
294,110,臺北市中山區民權東路三段88號十三樓之2,35,3,2,2,有,223885,False
342,110,臺北市中山區林森北路399巷23號六樓,37,0,0,0,有,136275,False
345,110,臺北市中山區民族東路260號三樓,36,3,2,2,無,163820,False
402,110,臺北市中山區合江街69之1號六樓之1,36,3,2,2,有,196785,False
409,110,臺北市中山區遼寧街105巷37號六樓之1,41,2,2,1,有,272365,False
441,110,臺北市中山區復興南路一段32號七樓,41,3,2,2,有,273722,False
447,110,臺北市中山區合江街41巷6號,46,0,0,0,無,265215,False
486,110,臺北市中山區林森北路483號九樓之4,18,1,1,1,有,204863,False
488,110,臺北市中山區龍江路412巷28號,39,0,0,0,無,238450,False
500,110,臺北市中山區復興北路400號十樓之6,35,1,1,1,有,279134,False
503,110,臺北市中山區安東街16巷34之2號,38,3,2,2,有,213530,False
539,110,臺北市中山區松江路431巷27號五樓,32,2,1,2,有,180155,False
546,110,臺北市中山區龍江路356巷87號五樓,43,6,1,6,無,171712,False
599,110,臺北市中山區吉林路12巷20號五樓,43,11,1,7,無,189481,False
648,110,臺北市中山區新生北路三段82巷29號五樓,29,1,1,1,有,199406,False
649,110,臺北市中山區中山北路一段83巷13號四樓之10,36,1,1,1,有,164103,False
650,110,臺北市中山區建國北路一段23巷53號七樓,27,1,1,1,有,220183,False
700,110,臺北市中山區民生東路三段9巷15號六樓,37,4,2,2,有,211503,False
704,110,臺北市中山區復興北路190巷25號五樓之5,35,3,2,1,有,254749,False
731,110,臺北市中山區中山北路二段59巷9號六樓之2,44,2,2,1,有,213434,False
734,110,臺北市中山區林森北路107巷30號二樓,39,1,1,1,有,161622,False
736,110,臺北市中山區林森北路282號六樓之12,47,2,1,1,有,203887,False
786,110,臺北市中山區松江路100巷19號底樓,47,0,0,0,無,296313,False
829,110,臺北市中山區林森北路655號六樓之2,17,1,1,1,有,196532,False
876,110,臺北市中山區民生東路三段88巷4號四樓之2,35,3,2,2,有,229531,False
884,110,臺北市中山區松江路431巷25號五樓,32,2,2,1,有,185691,False
913,110,臺北市中山區吉林路407巷3號六樓,37,3,2,2,有,190892,False
954,110,臺北市中山區民權東路二段135巷30弄16號五樓,42,4,2,2,有,168717,False
955,110,臺北市中山區林森北路107巷23號七樓,34,4,0,4,有,180736,False
963,110,臺北市中山區德惠街3巷1號二樓之1,15,1,1,1,有,209981,False
1008,110,臺北市中山區興安街30號二樓,26,3,2,1,有,223045,False
1012,110,臺北市中山區林森北路263號七樓之2,39,1,1,1,有,157618,False
1071,110,臺北市中山區建國北路二段65號九樓,32,5,1,2,有,202819,False
1072,110,臺北市中山區農安街77巷1弄20號,54,2,1,2,無,237099,False
1080,110,臺北市中山區林森北路96號十一樓之1,39,1,1,1,有,186794,False
1124,110,臺北市中山區八德路二段69號六樓之3,35,0,2,2,有,190262,False
1136,110,臺北市中山區四平街138號六樓,38,3,1,1,有,233797,False
1181,110,臺北市中山區林森北路416巷1號六樓之3,45,1,1,1,有,160398,False
1185,110,臺北市中山區中山北路二段77巷37號十樓之5,42,1,1,1,有,184366,False
1190,110,臺北市中山區農安街77巷1弄18號二樓,54,2,2,1,無,122455,False
1191,110,臺北市中山區大直街67巷27號,45,4,1,2,無,211749,False
1227,110,臺北市中山區新生北路一段48號十三樓之2,33,3,2,1,有,233952,False
1229,110,臺北市中山區龍江路356巷84號三樓,38,3,2,2,有,150736,False
1266,110,臺北市中山區龍江路328巷30號五樓,44,3,2,2,無,131774,False
1267,110,臺北市中山區林森北路259巷9號四樓之15,37,1,0,1,有,154337,False
1269,110,臺北市中山區錦州街21號七樓之2,39,1,1,1,有,206057,False
1310,110,臺北市中山區民生東路一段70巷7號四樓之2,14,0,0,0,有,222157,False
1313,110,臺北市中山區龍江路342巷51號五樓,37,2,2,1,有,170679,False
1317,110,臺北市中山區新生北路二段73號五樓之7,42,1,0,1,有,166474,False
1355,110,臺北市中山區松江路194巷52號四樓,52,1,2,1,無,202073,False
1359,110,臺北市中山區龍江路412巷35號四樓,39,3,2,2,無,162215,False
1400,110,臺北市中山區明水路539號十樓之2,28,2,2,1,有,266935,False
1405,110,臺北市中山區復興南路一段30巷5號三樓,50,3,2,1,無,235532,False
1451,110,臺北市中山區林森北路119巷6號四樓,48,3,1,1,無,148244,False
1496,110,臺北市中山區林森北路107巷41號三樓之7,32,2,1,1,有,156548,False
1498,110,臺北市中山區林森北路85巷85號五樓之1,42,3,2,2,有,194673,False
1499,110,臺北市中山區民權東路二段92巷7弄26號,53,3,2,2,無,313824,False
1507,110,臺北市中山區德惠街34號八樓之26,42,1,1,1,有,199381,False
1551,110,臺北市中山區民權東路二段135巷19號二樓,44,3,2,1,無,174956,False
1594,110,臺北市中山區新生北路二段28巷1號十五樓之5,32,1,1,1,有,233668,False
1596,110,臺北市中山區林森北路85巷85號五樓,42,3,2,2,有,186904,False
1598,110,臺北市中山區民權東路一段53號八樓,37,1,0,1,有,211172,False
1602,110,臺北市中山區新生北路二段76號六樓之2,13,1,1,1,有,219076,False
1640,110,臺北市中山區中山北路二段62巷35號七樓,3,1,1,1,有,307147,False
1644,110,臺北市中山區新生北路一段58號二樓,33,4,2,2,有,186897,False
1645,110,臺北市中山區吉林路128號,54,0,1,1,無,408245,False
1684,110,臺北市中山區北安路573巷9號二樓,48,3,2,1,無,207952,False
1692,110,臺北市中山區敬業三路162巷89號三樓,21,3,2,2,有,179810,False
1696,110,臺北市中山區民生東路一段87號三樓之2,25,1,0,1,有,178651,False
1697,110,臺北市中山區南京東路三段194巷5號二樓之1,31,1,1,1,有,213429,False
1700,110,臺北市中山區渭水路3巷6號四樓,31,3,2,2,無,172811,False
1702,110,臺北市中山區復興北路436號四樓之1,44,3,2,1,有,197678,False
1756,110,臺北市中山區松江路100巷6號三樓,46,4,2,2,有,265283,False
1758,110,臺北市中山區長春路26號八樓之4,37,0,1,1,有,182474,False
1760,110,臺北市中山區明水路397巷7弄7號,29,4,2,2,有,274427,False
1763,110,臺北市中山區林森北路575號七樓之21,44,1,1,1,有,205942,False
1764,110,臺北市中山區林森北路538號十四樓之3,16,1,1,1,有,278055,False
1765,110,臺北市中山區明水路537號八樓之2,28,2,1,1,有,259893,False
1807,110,臺北市中山區民生東路二段83號四樓之9,41,1,1,1,有,186106,False
1882,110,臺北市中山區林森北路107巷18號七樓之2,22,1,1,1,有,151544,False
1889,110,臺北市中山區林森北路85巷11號四樓,34,1,1,1,有,159158,False
1941,110,臺北市中山區民族東路410巷26號五樓,44,3,2,2,無,168445,False
1966,110,臺北市中山區中原街22號二樓之28,44,0,0,0,有,153534,False
1968,110,臺北市中山區新生北路二段36號十三樓之2,25,2,1,1,有,208867,False
1979,110,臺北市中山區錦州街30巷12號九樓之7,24,2,1,1,有,196078,False
2038,110,臺北市中山區松江路289之504號,51,4,2,2,有,185738,False
2039,110,臺北市中山區民權東路一段42號八樓之3,14,1,1,1,有,237079,False
2109,110,臺北市中山區德惠街15號十樓,37,0,0,0,有,174319,False
2111,110,臺北市中山區林森北路409號八樓之28,39,1,1,1,有,186457,False
2115,110,臺北市中山區遼寧街112號六樓之6,37,2,2,1,有,229194,False
2117,110,臺北市中山區北安路578巷8弄7號四樓,39,3,2,2,無,191197,False
2120,110,臺北市中山區錦州街50號七樓之19,37,1,1,1,有,124808,False
2122,110,臺北市中山區松江路372巷10號二樓,37,3,2,2,有,169388,False
2124,110,臺北市中山區北安路595巷30號五樓,37,3,2,2,無,206557,False
2177,110,臺北市中山區八德路二段59號四樓,41,3,2,2,無,169951,False
2178,110,臺北市中山區南京東路二段108號九樓之11,11,1,1,1,有,287487,False
2186,110,臺北市中山區新生北路三段1號三樓之24,40,0,1,1,有,183563,False
2192,110,臺北市中山區錦州街21號十樓之7,39,1,1,1,有,145470,False
2237,110,臺北市中山區明水路555號三樓之35,25,1,1,1,有,269006,False
2238,110,臺北市中山區新生北路三段16號七樓,9,1,1,1,有,225342,False
2268,110,臺北市中山區南京東路二段108號十一樓之2,11,1,1,1,有,283377,False
2279,110,臺北市中山區中山北路三段29號三樓,44,4,2,2,有,184227,False
2337,110,臺北市中山區雙城街18巷16號四樓,45,5,2,3,無,147011,False
2387,110,臺北市中山區新生北路三段1號十三樓,40,1,0,1,有,174672,False
2393,110,臺北市中山區德惠街167巷10之1號四樓,49,3,1,1,無,189510,False
2434,110,臺北市中山區新生北路二段133巷18號五樓之8,41,0,0,0,有,194702,False
2436,110,臺北市中山區新生北路三段11巷18號,55,7,3,3,無,170080,False
2504,110,臺北市中山區建國北路二段35號十二樓之8,33,0,1,1,有,236030,False
2548,110,臺北市中山區遼寧街177巷43號,54,3,2,2,無,1447632,False
2555,110,臺北市中山區南京東路二段108號八樓之12,11,1,1,1,有,291350,False
2566,110,臺北市中山區松江路372巷10號四樓,37,3,2,2,有,174627,False
2569,110,臺北市中山區中原街111號二樓,47,4,1,2,無,189341,False
2573,110,臺北市中山區八德路二段86號三樓,46,3,0,1,無,211687,False
2574,110,臺北市中山區新生北路二段41巷6號五樓,44,3,2,2,有,194686,False
2640,110,臺北市中山區新生北路三段43號十樓之9,43,2,1,1,有,211869,False
2646,110,臺北市中山區林森北路85巷95號七樓之3,37,1,1,1,有,169202,False
2648,110,臺北市中山區林森北路50號十一樓之8,43,0,0,0,有,187485,False
2681,110,臺北市中山區中山北路二段36巷24號四樓,38,5,2,2,無,220888,False
2685,110,臺北市中山區大直街52巷13號二樓,38,3,2,2,無,227292,False
2732,110,臺北市中山區北安路621巷6弄11號,45,3,2,1,無,271162,False
