,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_SCHOOL_750,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,NEAR_POLICE_750,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,CEMETERY_AREA_250,CEMETERY_AREA_500,CEMETERY_AREA_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_750,y,0
0,111,37.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,32.0,69.0,6.0,24.0,57.0,3.0,11.0,24.0,5.0,25.0,44.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,8.0,0.0,0.0,0.0,3153.657218555244,19739.396092627307,48122.12588035773,0.0,0.0,0.0,4801.207778649867,28394.322659405232,48622.77667900534,7.0,24.0,44.0,0,1,1,0,245443,273164.16
1,111,37.0,0,2,2,2,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,12.0,38.0,68.0,7.0,35.0,62.0,6.0,10.0,24.0,6.0,26.0,46.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,2.0,6.0,0.0,0.0,0.0,3205.9286888318848,21905.0401510656,50931.09096919146,0.0,0.0,0.0,2195.9440149019206,22755.66613373063,44851.68197080467,4.0,26.0,41.0,0,1,1,0,257275,247510.22
2,111,36.0,0,5,4,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,13.0,31.0,85.0,8.0,35.0,55.0,4.0,10.0,19.0,7.0,19.0,37.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,1.0,3.0,4.0,0.0,0.0,0.0,7605.23652174482,24511.837339653142,179020.32974465436,0.0,0.0,0.0,0.0,34075.38916876353,63884.348217222585,5.0,17.0,40.0,1,1,1,0,314764,262462.9
3,111,43.0,0,3,1,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,27.0,80.0,156.0,9.0,41.0,78.0,1.0,5.0,24.0,7.0,28.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,2.0,7.0,0.0,0.0,0.0,9764.67575905847,129753.9676893694,174430.56267121632,0.0,6020.544638011215,6020.544638011215,4370.319008201683,19868.455943677294,38323.43770129305,7.0,19.0,43.0,1,1,1,0,286978,308262.97
4,111,35.0,0,5,3,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,10.0,25.0,75.0,6.0,19.0,52.0,4.0,6.0,11.0,6.0,11.0,37.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,3.0,4.0,9.0,0.0,0.0,0.0,4383.011198617096,15726.03899929534,125988.12090016874,0.0,0.0,0.0,1084.909242339371,15124.079793582983,34106.926031040246,3.0,16.0,52.0,0,1,1,0,228840,218568.81
5,111,41.0,0,2,2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,29.0,114.0,203.0,16.0,60.0,90.0,5.0,14.0,23.0,10.0,38.0,63.0,1.0,2.0,5.0,1.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,80279.89758831995,150008.11703674964,0.0,6020.544638011215,6020.544638011215,1606.539467458153,8230.215589684993,30571.17819204709,3.0,22.0,47.0,0,1,1,0,315266,311763.62
6,111,53.0,0,4,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,9.0,29.0,57.0,4.0,23.0,54.0,3.0,11.0,20.0,5.0,21.0,41.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,5065.254461388698,18423.3213264856,45826.45337000834,0.0,0.0,0.0,6966.933538998842,29268.479272592165,62051.169076084174,5.0,27.0,47.0,0,1,1,0,258118,251673.1
7,111,1.0,1,2,2,2,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.0,43.0,78.0,5.0,21.0,55.0,2.0,8.0,14.0,2.0,17.0,35.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,3.0,7.0,0.0,0.0,0.0,3692.2512916246255,72793.1062514247,185931.6710268502,0.0,0.0,0.0,0.0,10800.054836510795,28111.39336264583,3.0,20.0,48.0,0,1,1,0,475020,429011.7
8,111,24.0,1,3,2,2,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,7.0,26.0,72.0,12.0,28.0,39.0,2.0,5.0,13.0,4.0,11.0,26.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1.0,3.0,9.0,0.0,0.0,0.0,1473.1764721741874,11414.175881125188,67515.57815393034,0.0,0.0,0.0,309.43518909237946,3393.937712383561,21183.564469812947,10.0,22.0,56.0,1,1,1,0,192062,344050.06
9,111,33.0,0,1,0,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,22.0,48.0,64.0,13.0,40.0,59.0,1.0,5.0,14.0,8.0,20.0,40.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,4.0,11.0,19.0,0.0,0.0,0.0,275.5577012629514,7323.139421154057,85699.85280172387,0.0,0.0,0.0,3393.3738034268968,11449.352199749685,25624.28104181044,6.0,24.0,59.0,1,1,1,0,265969,279237.2
10,111,42.0,1,5,1,1,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,14.0,39.0,68.0,11.0,22.0,44.0,4.0,7.0,9.0,8.0,23.0,34.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,2.0,4.0,10.0,0.0,0.0,0.0,7126.443561750426,51294.80238468503,180109.38801370826,0.0,0.0,0.0,1019.9667249540512,8866.98656290663,18378.77194362772,6.0,23.0,45.0,1,1,1,0,280071,278856.53
11,111,37.0,0,3,2,2,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.0,38.0,60.0,7.0,33.0,58.0,6.0,13.0,22.0,6.0,24.0,42.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.0,3.0,6.0,0.0,0.0,0.0,3205.9286888318848,24035.01641624417,50239.97823146557,0.0,0.0,0.0,4933.807400726331,27496.667702813567,47188.62820416127,5.0,23.0,41.0,0,1,1,0,251708,241220.94
12,111,43.0,0,1,1,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,19.0,80.0,212.0,13.0,39.0,86.0,4.0,11.0,23.0,4.0,18.0,40.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,6891.769661967211,13919.727399067706,33440.32799925075,0.0,0.0,0.0,13023.028188856268,20558.35976029814,33980.32311948516,9.0,21.0,48.0,0,1,1,0,340426,288774.9
13,111,51.0,0,4,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,18.0,60.0,135.0,9.0,28.0,60.0,4.0,11.0,24.0,7.0,19.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1.0,4.0,8.0,0.0,0.0,0.0,8615.666624797259,25346.04831117393,40963.89857021591,0.0,0.0,0.0,2319.569645550343,19173.1691673924,38440.47772638111,4.0,22.0,57.0,0,1,1,0,229647,255252.28
14,111,40.0,0,3,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,27.0,96.0,160.0,14.0,37.0,75.0,5.0,14.0,22.0,11.0,21.0,41.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,1,0.0,2.0,5.0,0.0,0.0,0.0,2510.8381529181343,24495.125081478694,40289.12492539517,0.0,0.0,0.0,3507.734795749679,22354.56761967314,42465.57629138523,6.0,24.0,48.0,1,1,1,0,238686,227520.12
15,111,44.0,0,3,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,15.0,53.0,121.0,17.0,38.0,73.0,7.0,14.0,29.0,6.0,23.0,57.0,1.0,6.0,6.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,1.0,7.0,14.0,0.0,0.0,0.0,5041.260399568238,93896.41714767992,210315.9985977132,0.0,6020.544638011215,6020.544638011215,4287.078673057069,17656.55399242804,66028.84569910471,6.0,23.0,51.0,0,1,1,0,288344,292945.44
16,111,4.0,0,1,1,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,22.0,38.0,5.0,10.0,32.0,2.0,4.0,6.0,2.0,10.0,22.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0.0,4.0,4.0,0.0,0.0,0.0,21954.462207591016,145533.38470570088,270500.7356641596,0.0,0.0,0.0,474.7741871233026,19463.77547399644,52632.72707492106,5.0,19.0,34.0,0,0,0,0,364282,376886.22
17,111,15.0,0,1,1,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.0,28.0,83.0,4.0,12.0,42.0,1.0,2.0,12.0,3.0,11.0,26.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,11946.794707924026,122771.24083037222,254623.55963364005,0.0,0.0,0.0,3344.3607191382457,38238.20916375287,59121.97849777318,4.0,15.0,40.0,0,1,1,0,433213,418281.0
18,111,38.0,0,4,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,22.0,56.0,115.0,12.0,29.0,79.0,5.0,19.0,30.0,10.0,25.0,56.0,2.0,4.0,7.0,2.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4.0,9.0,14.0,0.0,0.0,0.0,1436.2050730205829,18876.636639224525,33185.88019147283,0.0,0.0,0.0,4298.628247627076,14741.320183140584,30270.164530185284,9.0,21.0,51.0,1,1,1,0,302590,361659.6
19,111,43.0,0,4,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,8.0,30.0,73.0,3.0,22.0,44.0,1.0,7.0,13.0,6.0,14.0,33.0,0.0,3.0,6.0,0.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1,0.0,5.0,8.0,0.0,0.0,0.0,4797.278469696404,15959.245681316504,101971.1179037901,0.0,0.0,0.0,3393.9309130325764,17207.655916713797,41896.976513131645,3.0,20.0,47.0,0,1,1,0,239253,238005.03
20,111,40.0,0,4,2,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,31.0,118.0,212.0,13.0,44.0,83.0,2.0,14.0,29.0,12.0,40.0,67.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,5360.239344631766,54216.57418538126,0.0,0.0,919.455124655211,7367.687435930049,15633.441431927728,28843.298386526963,4.0,17.0,49.0,1,1,1,0,268408,260226.47
21,111,37.0,0,3,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,14.0,39.0,61.0,10.0,37.0,58.0,5.0,12.0,20.0,10.0,23.0,45.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,1,0.0,3.0,5.0,0.0,0.0,0.0,5499.426018261655,19465.98695264912,49274.21718636815,0.0,0.0,0.0,1910.55423491916,19329.489120820515,71181.81491196826,6.0,18.0,42.0,1,1,1,0,247941,266075.03
22,111,44.0,0,2,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,17.0,30.0,3.0,16.0,23.0,3.0,10.0,16.0,3.0,14.0,23.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,2.0,5.0,7.0,0.0,0.0,14982.093143886326,58749.52615822774,209946.62421143492,281374.9992552369,0.0,0.0,0.0,1186.286345487069,16887.7906496513,42919.203903501126,4.0,16.0,34.0,0,0,1,0,210852,160635.4
23,111,54.0,0,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,56.0,142.0,251.0,15.0,51.0,98.0,2.0,13.0,32.0,13.0,42.0,74.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,4429.847436447643,16506.82749056526,0.0,0.0,0.0,404.5065045879912,11603.956651445487,28708.970171631598,4.0,20.0,46.0,1,1,1,0,287067,273985.0
24,111,40.0,1,3,2,2,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,16.0,63.0,114.0,9.0,34.0,75.0,3.0,20.0,30.0,8.0,29.0,56.0,2.0,6.0,6.0,2.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5.0,10.0,13.0,0.0,0.0,0.0,4803.976370578527,9355.1268599685,46345.7954200103,0.0,0.0,687.1698533378424,79.08621357939148,16633.33974667652,30446.135952857258,6.0,20.0,48.0,1,1,1,0,266340,292942.88
25,111,9.0,1,0,0,0,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,10.0,49.0,112.0,8.0,32.0,81.0,3.0,12.0,24.0,5.0,24.0,47.0,0.0,2.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1.0,3.0,4.0,0.0,0.0,0.0,4159.507596182957,26796.15173562296,42775.49298889644,0.0,0.0,0.0,2471.7947015798973,14089.080974865346,48434.11331287744,1.0,16.0,43.0,0,1,1,0,331479,357100.47
26,111,15.0,0,1,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,10.0,39.0,77.0,5.0,33.0,59.0,2.0,9.0,11.0,4.0,20.0,42.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,5.0,17.0,0.0,0.0,0.0,5819.609554599017,17614.070637456458,78379.80972504015,0.0,0.0,0.0,8700.653913985192,17729.631026405776,31217.07713850911,4.0,23.0,47.0,0,1,1,0,302640,307531.1
27,111,10.0,1,1,1,1,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,27.0,111.0,202.0,15.0,43.0,78.0,4.0,17.0,22.0,10.0,23.0,42.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,0.0,1.0,4.0,0.0,0.0,0.0,1097.8485043204262,21469.62948393946,39265.05874470757,0.0,0.0,0.0,2616.725608861566,18786.62228511503,42219.84275286206,7.0,23.0,49.0,1,1,1,0,335897,297099.44
28,111,14.0,0,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,25.0,87.0,195.0,13.0,43.0,83.0,4.0,12.0,20.0,6.0,15.0,38.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1.0,1.0,3.0,0.0,0.0,0.0,6112.420972605846,14442.958894288236,32253.31668765872,0.0,0.0,0.0,2920.541203369562,20785.782338303816,40899.03819957409,6.0,24.0,48.0,1,1,1,0,472527,440203.75
29,111,42.0,0,3,2,2,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,11.0,39.0,77.0,5.0,25.0,58.0,1.0,14.0,31.0,8.0,30.0,51.0,1.0,4.0,6.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,8.0,13.0,16.0,0.0,0.0,0.0,682.9521328863269,27918.14339356613,100284.86087475184,0.0,0.0,3552.869842763553,7316.450422191296,15960.951680365462,82624.0877423568,8.0,19.0,48.0,0,1,1,0,196552,224286.44
30,111,36.0,0,2,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,37.0,132.0,221.0,19.0,63.0,100.0,5.0,16.0,24.0,10.0,39.0,64.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,50134.542356301376,146316.85258886454,0.0,4100.514893914911,6020.544638011215,870.09844375663,8786.672756451162,31005.73481331684,5.0,23.0,49.0,0,1,1,0,339615,310971.9
31,111,40.0,0,1,1,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,34.0,57.0,114.0,11.0,27.0,71.0,4.0,7.0,20.0,5.0,13.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,1,0.0,3.0,3.0,0.0,0.0,0.0,2676.484904498965,14778.634813970497,111080.02270929964,0.0,0.0,0.0,10223.414112478244,28560.053601256262,53476.35114153586,6.0,16.0,43.0,1,1,1,0,329019,314354.75
32,111,42.0,0,3,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,9.0,27.0,62.0,13.0,34.0,46.0,2.0,10.0,17.0,4.0,21.0,35.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0.0,4.0,4.0,0.0,0.0,0.0,6387.994208534745,63148.6805033202,197897.33371220663,0.0,0.0,0.0,1247.553055990579,31979.973959229595,68036.23066791447,6.0,22.0,33.0,0,1,1,0,260646,287214.0
33,111,1.0,0,2,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,6.0,25.0,50.0,1.0,18.0,40.0,2.0,12.0,22.0,4.0,17.0,33.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,2.0,4.0,6.0,0.0,0.0,0.0,11946.714581018854,24681.660232764352,139961.88324739083,0.0,0.0,0.0,7281.550558162462,20302.645104524705,59193.85950738679,0.0,24.0,49.0,0,1,1,0,318506,301438.06
34,111,10.0,0,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,5.0,31.0,69.0,2.0,17.0,49.0,2.0,11.0,30.0,5.0,27.0,54.0,0.0,3.0,6.0,0.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,7.0,14.0,18.0,0.0,0.0,0.0,1142.5426514502467,30498.80299769704,67022.11054202769,0.0,0.0,0.0,5872.398601025778,31396.61941132076,71732.98656755323,4.0,23.0,45.0,0,0,1,0,278037,321571.72
35,111,42.0,0,1,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,26.0,93.0,239.0,17.0,46.0,91.0,5.0,12.0,24.0,6.0,18.0,44.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,4002.602467944184,14052.52200307586,31343.5446680081,0.0,0.0,0.0,3133.2903532290898,22833.363244316814,37349.45230438424,8.0,24.0,52.0,0,1,1,0,259611,299468.1
36,111,38.0,1,3,2,2,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,54.0,125.0,204.0,23.0,54.0,92.0,5.0,11.0,29.0,17.0,43.0,62.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,3.0,4.0,0.0,0.0,0.0,253.54481230831044,30972.821781610703,145423.4684201941,0.0,1431.2521912669065,6020.544638011215,0.0,17704.717945038203,27346.58978235617,5.0,24.0,43.0,1,1,1,0,258704,269086.97
37,111,7.0,0,1,0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3.0,38.0,83.0,6.0,29.0,59.0,2.0,6.0,16.0,4.0,14.0,38.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,2.0,4.0,0.0,0.0,0.0,5435.149388231635,100323.51196714556,279431.03087676794,0.0,0.0,0.0,11720.404550860396,31576.177140328044,60565.32772825592,0.0,16.0,41.0,0,1,1,0,334690,362276.12
38,111,8.0,1,1,2,3,1,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.0,42.0,70.0,7.0,30.0,63.0,1.0,3.0,13.0,2.0,23.0,42.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,9.0,16.0,0.0,0.0,0.0,1790.1569619838929,13685.79979548874,41525.48013259923,0.0,0.0,0.0,6269.634030800832,17268.693599376456,30602.757105694494,7.0,22.0,53.0,0,1,1,0,524335,515106.44
39,111,1.0,0,2,2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,6.0,25.0,50.0,1.0,18.0,40.0,2.0,12.0,22.0,4.0,17.0,33.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,2.0,4.0,6.0,0.0,0.0,0.0,11946.714581018854,24681.660232764352,139961.88324739083,0.0,0.0,0.0,7281.550558162462,20302.645104524705,59193.85950738679,0.0,24.0,49.0,0,1,1,0,314113,305965.06
