,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
45,58,松山區,房地(土地+建物),台北市松山區八德路三段247號四樓之2,5.67,其他,,,1010717,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710907,73.09,2,1,1,有,無,13500000,184704,,0.0,0,,RPXPMLMLQHHFFDA38CA,0.0,0.0,0.0,有,,30.0,101,False,4,12,121.55754139999999,25.048340500000002
46,59,中山區,房地(土地+建物),台北市中山區新生北路三段34號四樓,3.71,其他,,,1010627,土地1建物1車位0,四層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0830926,33.29,1,1,1,有,無,4650000,139682,,0.0,0,,RPXQMLMLQHHFFCA38CA,0.0,0.0,0.0,無,,18.0,101,False,4,10,121.5273334,25.0639412
47,60,內湖區,房地(土地+建物),台北市內湖區內湖路一段285巷69弄136號二樓,32.58,住,,,1010720,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720331,106.26,5,0,5,有,無,14500000,136458,,0.0,0,,RPOQMLRLQHHFFCA97CA,0.0,0.0,0.0,無,,29.0,101,False,2,5,121.56885079999998,25.085021699999995
48,61,內湖區,房地(土地+建物),台北市內湖區金湖路326巷47號八樓之2,15.05,住,,,1010808,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870817,62.839999999999996,2,2,1,有,有,10850000,172653,,0.0,0,,RPPRMLKMQHHFFCA57CA,33.43,0.45,3.28,有,,14.0,101,False,8,10,121.6038277,25.073887700000004
49,62,中山區,房地(土地+建物),台北市中山區民生東路一段54號七樓之5,9.8,商,,,1010718,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740706,110.5,4,4,4,有,有,14000000,126699,,0.0,0,,RPTOMLQJRHHFFCA08CA,73.98,0.0,4.87,有,,27.0,101,False,7,12,121.52498920000001,25.057897699999995
50,63,中山區,房地(土地+建物),台北市中山區新生北路一段81號八樓之3,5.23,住,,,1010720,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891018,35.89,1,1,1,有,無,6500000,181086,,0.0,0,,RPTQMLQJRHHFFCA28CA,22.64,0.39,3.03,有,,12.0,101,False,8,12,121.5283694,25.050731100000004
51,64,內湖區,房地(土地+建物),台北市內湖區大湖山莊街219巷76號三樓,36.33,住,,,1010710,土地1建物2車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760410,102.98,3,1,1,有,無,11800000,114589,,0.0,0,,RPQPMLPKQHHFFCA77CA,0.0,0.0,0.0,無,,25.0,101,False,3,5,121.59989300000001,25.090284
52,65,中山區,房地(土地+建物),台北市中山區雙城街3巷2號13樓之4,11.88,商,,,1010627,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,77.65,1,1,1,有,有,11200000,144237,,0.0,0,,RPPOMLRKQHHFFCA77CA,0.0,0.0,0.0,有,,17.0,101,False,13,15,121.5244886,25.063166099999997
53,66,內湖區,房地(土地+建物),台北市內湖區民權東路六段123巷20弄8號2樓之3,9.75,商,,,1010725,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,77.14,4,2,1,有,有,11750000,152321,,0.0,0,,RPTNMLKLQHHFFCA47CA,43.77,0.0,2.4,有,,8.0,101,False,2,12,121.5924519,25.069555299999998
54,67,中山區,房地(土地+建物),台北市中山區合江街188巷8號2樓,18.98,住,,,1010711,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661231,110.01,3,2,2,有,無,18700000,169984,,0.0,0,,RPWOMLKLQHHFFCA87CA,80.78,0.0,14.86,有,,35.0,101,False,2,7,121.53877109999999,25.0612911
55,68,內湖區,房地(土地+建物),台北市內湖區東湖路120號7樓,26.48,住,,,1010731,土地1建物1車位0,七層，電梯樓梯間,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861204,91.99,2,2,1,有,有,12580000,136758,,0.0,0,,RPOOMLKLQHHFFCA07CA,69.19,3.71,8.06,有,,15.0,101,False,7,9,121.61617729999999,25.0681157
60,73,中山區,房地(土地+建物)+車位,台北市中山區通北街65巷20號,33.55,住,,,1010724,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870508,163.55,3,2,2,有,有,19900000,121679,坡道平面,11.8,0,,RPQNMLOKQHHFFCA47CA,85.0,2.61,10.2,有,,14.0,101,False,1,9,121.53824100000001,25.084118
61,76,大同區,房地(土地+建物),台北市大同區南京西路316號十二樓之10,2.75,商,,,1010717,土地3建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0691028,41.14,2,1,2,有,有,4900000,119119,,0.0,0,,RPSNMLTJQHHFFBA97CA,26.83,0.0,9.05,有,,32.0,101,False,12,12,121.51301610000002,25.0538611
62,77,文山區,車位,台北市文山區興隆路三段139號,0.08,住,,,1010719,土地0建物0車位2,一層,十層,其他,住家用,鋼筋混凝土造,0970523,30.090000000000003,0,0,0,有,有,1110000,,坡道機械,30.1,1110000,,RPTOMLSLJHIFFAA57CA,0.0,0.0,0.0,無,,4.0,101,False,1,10,121.5586264,24.998548399999997
63,78,萬華區,房地(土地+建物)+車位,台北市萬華區漢口街二段27號7樓,7.96,商,,,1010709,土地1建物2車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001125,114.91,2,1,1,有,有,22600000,205824,升降機械,9.48,900000,,RPROMLLLQHHFFBA37CA,58.8,0.91,5.37,有,,1.0,101,False,7,14,121.50767649999999,25.045586399999998
64,79,萬華區,房地(土地+建物),台北市萬華區西寧南路105號十一樓之1,5.17,商,,,1010730,土地1建物2車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0931130,51.459999999999994,2,1,2,有,有,9008442,175054,,0.0,0,,RPSNMLOJRHHFFBA57CA,33.49,0.81,0.0,有,,8.0,101,False,11,14,121.5062351,25.0449804
65,80,文山區,房地(土地+建物)+車位,台北市文山區保儀路13巷48號十二樓,20.74,住,,,1010627,土地1建物1車位2,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990520,202.05,2,2,2,有,有,24800000,122743,坡道平面,40.61,0,,RPUNMLNKQHHFFAA57CA,83.38,12.8,9.69,有,,2.0,101,False,12,12,121.57021019999998,24.988478999999998
66,81,文山區,房地(土地+建物)+車位,台北市文山區木新路三段243巷1弄9號4樓,29.26,住,,,1010711,土地1建物2車位1,四層,五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810704,117.97,2,2,1,有,有,13500000,114436,坡道平面,35.54,0,,RPPOMLRKQHHFFAA57CA,59.84,1.54,8.22,有,,20.0,101,False,4,5,121.559403,24.9810309
67,82,中正區,房地(土地+建物),台北市中正區南昌路一段54巷24號二樓,14.32,住,,,1010730,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960112,50.66,1,1,1,有,有,11800000,232917,,0.0,0,,RPQNMLTJQHHFFAA67CA,27.0,0.0,6.05,無,,5.0,101,False,2,7,121.516207,25.030884
68,83,文山區,房地(土地+建物)+車位,台北市文山區保儀路142巷6號5樓,44.21,住,,,1010702,土地4建物1車位1,五層,十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,164.85999999999999,3,2,2,有,有,23520000,142670,坡道平面,36.31,0,,RPXNMLLLQHHFFAA77CA,88.06,7.68,11.89,有,,15.0,101,False,5,10,121.56517799999999,24.983666999999993
69,84,文山區,房地(土地+建物),台北市文山區忠順街一段48巷8號三樓,28.92,住,,,1010716,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700626,96.89,3,2,1,有,無,11560000,119311,,0.0,0,,RPVNMLQJRHHFFAA97CA,86.93,0.0,9.96,無,,31.0,101,False,3,5,121.56049859999999,24.982782
70,85,大安區,房地(土地+建物)+車位,台北市大安區復興南路1段107巷19號二樓,15.93,住,,,1010716,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710930,114.1,3,3,3,有,無,6150000,53900,坡道平面,31.16,0,親友、員工或其他特殊關係間之交易。,RPVNMLSKJHIFFFA08CA,63.35,0.0,11.24,有,,30.0,101,False,2,7,121.54520900000001,25.0437127
71,87,文山區,房地(土地+建物),台北市文山區和興路26巷7號8樓之一,19.27,住,,,1010619,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980317,82.7,2,2,1,有,有,11880000,143658,,0.0,0,,RPVOMLRJRHHFFAA28DA,45.92,3.35,3.01,有,,3.0,101,False,8,9,121.5458488,24.985332099999997
72,88,信義區,車位,台北市信義區信安街93號地下二層,0.05,住,,,1010726,土地0建物0車位1,地下二層,七層,其他,停車空間,鋼筋混凝土造,0800710,14.08,0,0,0,有,無,990000,,升降機械,0.0,990000,,RPPPMLQJRHHFFDA97DA,0.0,0.0,0.0,無,,21.0,101,False,2,7,121.55701459999999,25.025628100000002
73,90,信義區,房地(土地+建物),台北市信義區忠孝東路五段375號8樓之7,5.39,商,,,1010702,土地3建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940531,37.64,1,1,1,有,有,13000000,345339,,0.0,0,,RPVNMLKKQHHFFDA77DA,23.8,0.0,1.52,有,,7.0,101,False,8,11,121.5752047,25.041040000000002
