,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址
213,225,中正區,房地(土地+建物),基隆市中正區祥豐街135之2號,35.6,住,,,1010731,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690519,98.54,3,1,1,有,無,1950000,19789,,0.0,0,,RPPNMLQJRHHFFBC87EA,98.54,0.0,0.0,無,,32.0,101,False
214,226,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷21弄36號7樓,36.03,住,,,1010725,土地33建物1車位0,七層,七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820902,149.6,5,2,2,有,無,5100000,34090,,0.0,0,,RPXNMLSKRHHFFCC98DA,122.04,2.81,13.85,有,,19.0,101,False
215,227,安樂區,房地(土地+建物),基隆市安樂區基金一路116號12樓,18.74,住,,,1010807,土地4建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850406,107.7,3,2,1,有,有,2850000,26463,,0.0,0,,RPSNMLOLRHHFFCC18DA,77.99,0.0,9.88,有,,16.0,101,False
216,228,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號8樓,35.44,住,,,1010808,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,145.89,3,2,2,有,無,6080000,47743,坡道平面,34.25,750000,,RPQOMLMLJHIFFCC07CA,68.49,4.73,9.49,有,,0.0,101,False
217,229,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號6樓,35.44,住,,,1010808,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,149.06,3,2,2,有,無,6260000,49355,坡道平面,37.42,750000,,RPXOMLMLJHIFFCC77CA,68.49,4.73,9.49,有,,0.0,101,False
218,230,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號10樓,35.44,住,,,1010808,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,145.89,3,2,2,有,無,6260000,49355,坡道平面,34.25,750000,,RPXNMLNLJHIFFCC77CA,68.49,4.73,9.49,有,,0.0,101,False
219,231,七堵區,房地(土地+建物),基隆市七堵區實踐路206號11樓,26.42,住,,,1010808,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,85.24,3,2,2,有,無,4590000,53848,,0.0,0,,SPXNMLNLJHIFFCC87CA,51.26,2.9,9.49,有,,0.0,101,False
220,232,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路202號,52.11,住,,,1010808,土地1建物1車位1,一層，見其他登記事項,十一層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1010615,195.7,0,0,1,無,無,14800000,75626,坡道平面,34.25,0,,RPRPMLMLJHIFFCC27CA,121.58,0.0,0.0,無,,0.0,101,False
221,233,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號7樓,35.44,住,,,1010808,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,145.89,3,2,2,有,無,6350000,50161,坡道平面,34.25,750000,,RPSPMLMLJHIFFCC37CA,68.49,4.73,9.49,有,,0.0,101,False
222,234,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號3樓,35.44,住,,,1010808,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,145.89,3,2,2,有,無,6250000,49265,坡道平面,34.25,750000,,RPWNMLMLJHIFFCC57CA,68.49,4.73,9.49,有,,0.0,101,False
223,235,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號4樓,35.44,住,,,1010808,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,145.89,3,2,2,有,無,6300000,49713,坡道平面,34.25,750000,,RPOOMLMLJHIFFCC86CA,68.49,4.73,9.49,有,,0.0,101,False
224,236,信義區,房地(土地+建物)+車位,基隆市信義區正信路227巷21弄37號底一層,39.75,住,,,1010807,土地6建物1車位1,地下一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860607,187.14,3,2,2,有,有,4700000,25114,坡道平面,0.0,0,,RPQNMLLLRHHFFBC57DA,116.02,7.54,0.0,有,,15.0,101,False
225,237,信義區,房地(土地+建物)+車位,基隆市信義區深澳坑路166之18號7樓,21.45,住,,,1010809,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,126.03,3,1,2,有,有,2950000,23407,坡道平面,0.0,0,,RPRNMLLLRHHFFBC67DA,79.3,2.03,9.19,有,,17.0,101,False
226,238,信義區,房地(土地+建物)+車位,基隆市信義區深澳坑路123之3號,43.84,住,,,1010808,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970121,171.9,3,1,2,有,有,4200000,24433,坡道平面,32.1,0,,RPPNMLOLRHHFFBC77DA,110.32,0.0,11.06,有,,4.0,101,False
227,239,信義區,房地(土地+建物),基隆市信義區信二路111號,36.16,商,,,1010705,土地1建物1車位0,一層，騎樓,五層,店面(店鋪),商業用,鋼筋混凝土造,0721008,106.44,0,0,0,無,無,8900000,83615,,0.0,0,,RPTNMLMKRHHFFBC77CA,84.38,22.06,0.0,無,,29.0,101,False
228,240,中正區,房地(土地+建物),基隆市中正區中正路134號5樓,13.24,其他,,,1010807,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0741219,105.92,3,2,2,有,無,3500000,33043,,0.0,0,,RPPPMLNJRHHFFBC57CA,83.98,0.0,9.08,有,,27.0,101,False
229,241,中正區,房地(土地+建物),基隆市中正區北寧路292號3樓,34.85,住,,,1010713,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791006,121.48,3,2,2,有,無,2460000,20250,,0.0,0,,RPVOMLOJRHHFFBC18CA,109.39,0.0,10.83,無,,22.0,101,False
230,242,中正區,房地(土地+建物),基隆市中正區新豐街303巷13弄23號,26.81,住,,,1010728,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,103.76,2,1,1,有,有,2400000,23129,,0.0,0,,RPXNMLOLRHHFFBC48CA,71.97,7.51,0.0,無,,16.0,101,False
231,243,信義區,房地(土地+建物)+車位,基隆市信義區教孝街71號13樓之3,17.82,住,,,1010815,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820618,115.77000000000001,2,1,1,有,有,2450000,21163,坡道平面,37.58,0,,RPWNMLOKRHHFFBC28CA,55.52,1.05,7.5,有,,19.0,101,False
232,244,安樂區,房地(土地+建物),基隆市安樂區崇德路134號5樓,21.8,住,,,1010712,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851224,72.73,2,2,1,有,無,950000,13062,,0.0,0,,RPPNMLMKRHHFFCC47CA,52.47,0.0,7.61,無,,16.0,101,False
233,245,七堵區,房地(土地+建物),基隆市七堵區實踐路206號5樓,35.35,住,,,1010808,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,111.63999999999999,3,2,2,有,無,5350000,47922,,0.0,0,,RPRNMLMKRHHFFCC67CA,68.49,4.73,9.49,有,,0.0,101,False
234,246,七堵區,房地(土地+建物),基隆市七堵區實踐路206號,43.18,住,,,1010808,土地1建物1車位0,一層，見其他登記事項,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,134.07,0,0,1,無,無,14000000,104423,,0.0,0,,RPUNMLMKRHHFFCC97CA,100.68,0.0,0.0,有,,0.0,101,False
235,248,七堵區,房地(土地+建物)+車位,基隆市七堵區明德二路1之1號2樓,15.03,住,,,1010809,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860103,131.68,3,1,2,有,有,3250000,24681,升降機械,0.0,0,,RPXOMLTLQHHFFCC09CA,95.16,0.72,9.86,有,,15.0,101,False
236,249,七堵區,房地(土地+建物),基隆市七堵區東新街73巷64弄5號2樓,19.44,住,,,1010721,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810904,61.510000000000005,2,1,1,有,無,1930000,31376,,0.0,0,,RPQNMLKMQHHFFCC47CA,53.64,0.0,5.35,無,,20.0,101,False
237,250,暖暖區,房地(土地+建物),基隆市暖暖區東勢街26巷121號8樓,26.92,住,,,1010808,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831129,72.7,1,1,1,有,有,2350000,32327,,0.0,0,,RPXNMLSLQHHFFCC88CA,51.04,1.34,6.31,有,,18.0,101,False
238,251,安樂區,房地(土地+建物),基隆市安樂區中和路162之1號3樓,40.98,住,,,1010731,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870710,164.06,4,2,3,有,無,3130000,19079,,0.0,0,,RPVNMLRJRHHFFCC48CA,114.62,0.0,6.03,無,,14.0,101,False
239,252,中山區,房地(土地+建物),基隆市中山區西定路129之3號,24.6,商,,,1010814,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680728,82.77,3,2,1,有,無,2000000,24163,,0.0,0,,RPSNMLSKRHHFFCC38CA,82.77,0.0,0.0,無,,33.0,101,False
240,253,安樂區,房地(土地+建物),基隆市安樂區中和路168巷1弄5號3樓,40.98,住,,,1010822,土地2建物2車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870710,163.89,4,2,2,有,無,4200000,25627,,0.0,0,,RPROMLTLQHHFFCC58DA,106.94,0.0,13.54,無,,14.0,101,False
241,254,安樂區,房地(土地+建物),基隆市安樂區武嶺街215號6樓,17.57,住,,,1010822,土地5建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841220,79.92,2,1,1,有,有,1950000,24398,,0.0,0,,RPTOMLTLQHHFFCC78DA,66.42,0.0,7.46,有,,17.0,101,False
242,255,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街30巷2號,93.02,其他,山坡地保育區,丙種建築用地,1010701,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010120,214.51,4,2,2,有,有,10880000,56677,坡道平面,40.19,1000000,,RPROMLPJJIHFFCC27CA,116.16,0.0,12.99,有,,0.0,101,False
243,256,安樂區,建物,基隆市安樂區基金一路135巷21弄36號7樓,36.03,住,,,1010725,土地0建物1車位0,地下二層,七層,其他,見其他登記事項,鋼筋混凝土造,0820902,36.79,5,2,2,無,無,900000,24466,,0.0,0,,RPOOMLSKRHHFFCC18DA,0.0,0.0,0.0,無,,19.0,101,False
244,257,安樂區,房地(土地+建物),基隆市安樂區麥金路185之1號,71.39,住,,,1010803,土地8建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,97.91,3,2,2,有,有,5400000,55154,,0.0,0,,RPRNMLOKRHHFFCC97DA,69.82,7.67,0.0,有,,15.0,101,False
245,258,安樂區,房地(土地+建物),基隆市安樂區樂利三街231之2號,25.68,住,,,1010727,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691224,86.28,3,2,1,有,無,2250000,26078,,0.0,0,,RPPOMLKKRHHFFCC37CA,86.28,0.0,0.0,無,,32.0,101,False
246,259,暖暖區,房地(土地+建物),基隆市暖暖區暖暖街610巷49之3號,34.77,住,,,1010803,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701214,95.77,3,2,1,有,無,2050000,21405,,0.0,0,,RPUOMLQJRHHFFCC38CA,83.37,0.0,12.4,無,,31.0,101,False
247,260,中山區,房地(土地+建物),基隆市中山區中華路97巷14號,79.5,住,,,1010723,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0520000,62.14,5,2,2,有,無,1300000,20921,,0.0,0,,RPTNMLQJRHHFFCC18CA,62.14,0.0,0.0,無,,49.0,101,False
248,261,暖暖區,房地(土地+建物),基隆市暖暖區源遠路339之2號,33.51,住,,,1010727,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691001,102.04,3,2,1,有,無,2200000,21560,,0.0,0,,RPPOMLQJRHHFFCC87CA,102.04,0.0,0.0,無,,32.0,101,False
249,268,暖暖區,房地(土地+建物),基隆市暖暖區碇內街412號3樓,20.01,住,,,1010820,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840808,91.21000000000001,3,2,1,有,有,1250000,13704,,0.0,0,,RPPPMLNJRHHFFCC67CA,56.01,0.81,11.46,有,,17.0,101,False
250,269,安樂區,房地(土地+建物),基隆市安樂區基金三路46巷1號3樓之1,18.33,住,,,1010806,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840701,108.88000000000001,3,2,2,有,有,2100000,19287,,0.0,0,,RPQNMLOJRHHFFCC67CA,75.24,0.0,9.77,有,,17.0,101,False
251,270,安樂區,房地(土地+建物),基隆市安樂區基金一路208巷138弄20之1號,29.37,住,,,1010722,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831015,106.42,3,2,2,有,無,2850000,26781,,0.0,0,,RPTNMLKMQHHFFCC77CA,85.34,9.96,0.0,無,,18.0,101,False
252,272,中正區,房地(土地+建物),基隆市中正區中正路264巷16之4號,19.7,商,,,1010808,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700727,69.53,2,2,1,有,無,1320000,18985,,0.0,0,,RPUOMLOJRHHFFBC08CA,66.18,0.0,3.35,無,,31.0,101,False
253,273,信義區,房地(土地+建物),基隆市信義區深澳坑路168巷52弄19號2樓,27.96,住,,,1010814,土地1建物1車位0,二層，夾層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840610,100.95,3,2,2,有,無,1760000,17434,,0.0,0,,RPVNMLKKRHHFFBC77CA,87.04,0.0,6.51,無,,17.0,101,False
254,274,中正區,房地(土地+建物)+車位,基隆市中正區觀海街81號6樓,23.4,住,,,1010811,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,153.44,3,2,2,有,有,3050000,23100,坡道平面,38.72,400000,,RPPOMLOJRHHFFBC57CA,80.69,0.0,10.63,有,,13.0,101,False
255,275,中正區,房地(土地+建物),基隆市中正區觀海街193號14樓,6.07,住,,,1010520,土地2建物1車位0,十四層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.96,1,1,1,有,有,720000,22529,,0.0,0,,RPWNMLNJRHHFFBC08CA,20.79,0.0,2.88,無,,13.0,101,False
256,276,中正區,房地(土地+建物),基隆市中正區新豐街303巷17弄24號5樓,29.36,住,,,1010810,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,109.12,3,1,1,有,無,2000000,18329,,0.0,0,,RPXNMLLMQHHFFBC18CA,75.71,0.0,8.02,無,,16.0,101,False
257,277,中山區,房地(土地+建物),基隆市中山區復興路334巷11號7樓之3,12.62,住,,,1010815,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970701,36.36,1,0,1,有,有,1300000,35749,,0.0,0,,RPSOMLOJRHHFFCC97CA,23.31,0.0,2.84,無,,4.0,101,False
258,278,七堵區,房地(土地+建物),基隆市七堵區實踐路202號3樓,36.8,住,,,1010813,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,116.57,3,2,2,有,無,5600000,48040,,0.0,0,,RPXOMLMKRHHFFCC38CA,70.5,6.5,9.49,有,,0.0,101,False
259,279,安樂區,房地(土地+建物),基隆市安樂區武聖街140號5樓,25.0,住,,,1010814,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790421,97.2,2,2,1,有,無,900000,9260,,0.0,0,,RPSOMLQJRHHFFCC18CA,73.24,0.0,17.74,無,,22.0,101,False
260,280,中正區,房地(土地+建物),基隆市中正區新豐街268號19樓,22.13,住,,,1010804,土地1建物1車位0,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,111.05,3,1,2,有,有,2400000,21612,,0.0,0,,RPOPMLOKRHHFFBC87EA,78.62,0.99,7.22,有,,16.0,101,False
261,281,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路202號6樓,36.9,住,,,1010813,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,150.82,3,2,2,有,無,7500000,55760,坡道平面,34.25,1000000,,RPVOMLMLJHIFFCC57CA,70.5,6.5,9.49,有,,0.0,101,False
262,282,七堵區,房地(土地+建物)+車位,基隆市七堵區實踐路206號9摟,35.44,住,,,1010808,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010615,149.06,3,2,2,有,無,6350000,49713,坡道平面,37.42,800000,,RPROMLMLJHIFFCC17CA,68.49,4.73,9.49,有,,0.0,101,False
263,283,七堵區,房地(土地+建物),基隆市七堵區永富路61號四樓,23.62,住,,,1010726,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770316,62.42,0,0,0,無,無,1800000,28837,,0.0,0,,RPWOMLSLQHHFFCC98DA,62.42,0.0,0.0,無,,24.0,101,False
264,284,安樂區,房地(土地+建物),基隆市安樂區武嶺街301號四樓之5,18.52,住,,,1010801,土地4建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850216,70.5,2,1,1,有,有,1800000,25532,,0.0,0,,RPQOMLTLQHHFFCC48DA,53.86,0.0,5.11,有,,16.0,101,False
265,285,暖暖區,房地(土地+建物),基隆市暖暖區過港路10巷165號,81.73,住,,,1010810,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0720422,109.2,5,3,2,有,無,2500000,22894,,0.0,0,,RPOQMLNJRHHFFCC77DA,94.42,7.39,7.39,無,,29.0,101,False
266,286,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷28號5樓,19.04,住,,,1010807,土地4建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820315,87.66,3,2,1,有,有,2500000,28521,,0.0,0,,RPWNMLPJRHHFFCC48DA,61.45,0.0,6.96,有,,19.0,101,False
267,287,信義區,房地(土地+建物),基隆市信義區深澳坑路125巷53號,118.15,住,,,1010813,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0850610,210.54000000000002,4,2,3,有,無,5700000,27073,,0.0,0,,RPPNMLQLRHHFFBC97DA,160.37,15.17,11.7,無,,16.0,101,False
268,288,中正區,房地(土地+建物)+車位,基隆市中正區新豐街334號5樓,20.37,住,,,1010801,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,148.79,3,2,2,有,有,3180000,21372,坡道平面,0.0,0,,RPWNMLQLRHHFFBC68DA,84.64,0.0,10.24,有,,16.0,101,False
269,289,信義區,房地(土地+建物),基隆市信義區深溪路36巷98號5樓,26.34,住,,,1010820,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860718,132.01999999999998,3,2,2,有,有,3500000,26511,,0.0,0,,RPPNMLKLRHHFFBC37DA,103.09,0.0,9.73,有,,15.0,101,False
270,290,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利三街8巷17號16樓,26.28,住,,,1010718,土地4建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840504,158.0,3,2,2,有,有,5600000,35442,坡道平面,18.0,0,,RPWOMLQJRHHFFCC68DA,0.0,0.0,0.0,有,,17.0,101,False
271,291,信義區,房地(土地+建物),基隆市信義區教孝街71號15樓之2,27.04,住,,,1010816,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820618,150.88,4,2,2,有,有,4200000,27837,,0.0,0,,RPVNMLPJRHHFFBC38EA,104.87,8.38,10.9,有,,19.0,101,False
272,292,信義區,房地(土地+建物),基隆市信義區東明路159號2樓,12.75,其他,,,1010809,土地2建物1車位0,二層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790621,91.72999999999999,3,2,2,有,有,4300000,46879,,0.0,0,,RPQOMLQLRHHFFBC28EA,71.94,0.96,4.2,有,,22.0,101,False
273,293,信義區,房地(土地+建物),基隆市信義區孝東路17號9樓,16.13,住,,,1010812,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831222,106.6,3,1,2,有,有,2050000,19231,,0.0,0,,RPQNMLSLRHHFFBC38EA,80.11,0.64,8.96,有,,18.0,101,False
274,294,安樂區,房地(土地+建物)+車位,基隆市安樂區中和路85巷32號7樓之2,22.9,住,,,1010808,土地6建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,120.09,3,2,2,有,有,4250000,35391,坡道平面,31.15,0,,RPUNMLRJRHHFFCC58EA,64.6,0.4,7.76,有,,15.0,101,False
275,295,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路208巷98之3號,83.96,住,,,1010810,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0950316,220.13,4,3,4,有,有,7800000,35433,坡道平面,27.2,0,,RPSPMLMKRHHFFCC97CA,154.75,2.54,24.11,無,,6.0,101,False
276,296,安樂區,房地(土地+建物),基隆市安樂區基金三路60之2號8樓,14.17,住,,,1010807,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840701,86.13000000000001,1,2,1,有,有,1800000,20898,,0.0,0,,RPQNMLLLRHHFFCC57CA,58.53,0.0,8.59,有,,17.0,101,False
277,297,安樂區,房地(土地+建物),基隆市安樂區基金一路108之22號9樓,19.77,住,,,1010803,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830610,87.73,3,2,2,有,有,1970000,22454,,0.0,0,,RPWOMLTKIIHFFCC18CA,69.36,0.84,3.59,有,,18.0,101,False
278,298,中正區,房地(土地+建物),基隆市中正區漁港三街100號5樓,34.75,住,,,1010810,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0720715,91.23,3,2,1,有,無,2150000,23567,,0.0,0,,RPUOMLNJRHHFFBC97CA,81.81,0.0,9.42,無,,29.0,101,False
279,300,中正區,房地(土地+建物),基隆市中正區新豐街234號15樓,13.31,住,,,1010815,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,72.12,2,1,1,有,有,750000,10400,,0.0,0,,RPPNMLRLRHHFFBC97CA,48.86,1.38,4.84,有,,16.0,101,False
280,301,中正區,房地(土地+建物),基隆市中正區觀海街195號14樓,16.76,住,,,1010820,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,90.16,2,2,2,有,有,2200000,24400,,0.0,0,,RPQNMLTJRHHFFBC08CA,58.11,0.0,8.99,有,,13.0,101,False
281,302,中正區,房地(土地+建物),基隆市中正區新豐街488號之7　11樓,9.51,住,,,1010815,土地3建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,48.53,1,1,1,有,有,1200000,24729,,0.0,0,,RPUNMLNJRHHFFBC87CA,30.68,0.0,5.52,有,,15.0,101,False
282,303,仁愛區,建物,基隆市仁愛區復興街65巷2號,0.0,,,,1010810,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,0580403,79.8,2,2,2,有,無,950000,11905,,0.0,0,,RPTOMLMKRHHFFBC87CA,79.8,0.0,0.0,無,,43.0,101,False
283,306,暖暖區,房地(土地+建物)+車位,基隆市暖暖區東碇路529號7樓,24.22,住,,,1010816,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960726,155.49,3,2,2,有,有,5600000,36015,坡道平面,9.2,0,,RPXPMLNJRHHFFCC48CA,77.22,1.43,11.56,有,,5.0,101,False
284,307,安樂區,房地(土地+建物),基隆市安樂區基金一路135巷101號7樓,24.53,住,,,1010811,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840519,113.30000000000001,2,1,1,有,有,2850000,25154,,0.0,0,,RPRPMLNJRHHFFCC87CA,87.64,0.0,7.95,有,,17.0,101,False
285,309,安樂區,房地(土地+建物),基隆市安樂區麥金路421巷115之2號,26.76,住,,,1010809,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0670809,61.41,2,1,1,有,有,800000,13027,,0.0,0,,RPTNMLLMQHHFFCC08EA,61.41,0.0,0.0,無,,34.0,101,False
286,310,信義區,房地(土地+建物),基隆市信義區深溪路36巷102弄13號,21.84,住,,,1010803,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860813,108.32,3,1,2,有,有,2200000,20311,,0.0,0,,RPROMLQLRHHFFBC38EA,83.99,9.39,0.0,有,,15.0,101,False
287,311,安樂區,房地(土地+建物),基隆市安樂區中平街7巷5號3樓,39.38,住,,,1010806,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781123,114.21,3,2,2,有,無,1500000,13133,,0.0,0,,RPSOMLPLRHHFFCC38DA,0.0,0.0,0.0,無,,23.0,101,False
288,312,安樂區,房地(土地+建物),基隆市安樂區樂利三街36巷25號,36.66,住,,,1010803,土地9建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680228,81.09,3,1,1,有,無,2860000,35269,,0.0,0,,RPOPMLQJRHHFFCC97DA,68.25,12.84,0.0,無,,33.0,101,False
289,313,安樂區,房地(土地+建物),基隆市安樂區崇德路2號2樓,25.6,住,,,1010801,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810623,108.18,2,2,1,有,無,2000000,18488,,0.0,0,,RPRNMLQJRHHFFCC08DA,98.14,0.0,10.04,無,,20.0,101,False
290,314,信義區,房地(土地+建物),基隆市信義區深澳坑路168巷52弄31號,18.94,住,,,1010816,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840610,91.31,3,1,2,有,無,2000000,21904,,0.0,0,,RPSNMLPLRHHFFBC18DA,42.33,42.75,0.0,無,,17.0,101,False
291,315,中正區,房地(土地+建物),基隆市中正區中船路56之5號,17.67,商,,,1010812,土地3建物1車位0,六層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710324,94.05,2,1,1,有,無,1450000,15417,,0.0,0,,RPTNMLRLRHHFFBC48DA,80.1,9.45,4.5,無,,30.0,101,False
