,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址
835,924,安樂區,房地(土地+建物),基隆市安樂區安樂路一段238號3樓,37.6,住,,,1010913,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750517,127.04,4,2,2,有,無,3150000,24795,,0.0,0,,RPPOMLNLIIHFFCC07DA,119.7,0.0,7.34,無,,26.0,101,False
836,925,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路135巷21弄42號5樓及基金一路135巷21弄92號底二層,28.56,住,,,1010922,土地33建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820902,144.43,3,2,2,有,有,4700000,32540,坡道平面,32.18,0,,RPWNMLTLIIHFFCC28DA,89.51,0.0,8.53,有,,19.0,101,False
837,926,安樂區,房地(土地+建物),基隆市安樂區樂利三街32巷14之2號,47.55,住,,,1010910,土地6建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701116,83.23,2,1,1,有,無,1550000,18623,,0.0,0,,RPOOMLTKJIHFFCC57DA,83.23,0.0,0.0,無,,31.0,101,False
838,928,中正區,房地(土地+建物),基隆市中正區觀海街112號2樓,24.57,住,,,1010929,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,130.33,3,2,2,有,有,2600000,19949,,0.0,0,,RPSNMLPJJIHFFBC17CA,88.83,0.0,12.71,有,,13.0,101,False
839,929,中正區,房地(土地+建物),基隆市中正區八斗街72號2樓,25.8,住,,,1010926,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0801128,94.55,3,1,1,有,無,1850000,19567,,0.0,0,,RPTNMLPJJIHFFBC27CA,83.38,0.0,9.42,無,,21.0,101,False
840,930,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷24號六樓,37.33,住,,,1011002,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,154.85,3,2,2,有,有,6800000,43636,坡道機械,19.64,900000,,RPQNMLSLIIHFFBC37CA,79.81,5.5,11.01,有,,0.0,101,False
841,931,中正區,房地(土地+建物)+車位,基隆市中正區觀海街35號11樓,23.4,住,,,1010913,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,149.76999999999998,3,2,2,有,有,2650000,17694,坡道平面,36.53,0,,RPSNMLOLIIHFFBC17CA,80.69,0.0,10.63,有,,13.0,101,False
842,932,中正區,房地(土地+建物),基隆市中正區調和街290巷118號,179.81,其他,,,1010920,土地2建物1車位0,一層，二層，騎樓,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0751231,139.73,3,1,2,有,無,3800000,27195,,0.0,0,,RPWNMLNKJIHFFBC47CA,128.31,2.25,9.17,無,,26.0,101,False
843,934,中正區,房地(土地+建物),基隆市中正區八斗街53號2樓,26.27,住,,,1011004,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780505,98.08,3,2,2,有,無,2150000,21921,,0.0,0,,RPPNMLQJJIHFFBC96CA,88.78,0.0,9.3,無,,23.0,101,False
844,935,暖暖區,房地(土地+建物),基隆市暖暖區源遠路165之5號5樓,11.15,住,,,1011009,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,70.44,2,2,1,有,有,1880000,26689,,0.0,0,,RPPNMLQLIIHFFCC17CA,48.49,0.0,8.75,有,,16.0,101,False
845,936,中山區,房地(土地+建物),基隆市中山區復興路212巷12弄5之2號,29.98,住,,,1011004,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,95.94,3,2,1,有,無,2100000,21889,,0.0,0,,RPQOMLPLIIHFFCC27CA,88.44,0.0,3.0,無,,31.0,101,False
846,937,中正區,房地(土地+建物),基隆市中正區觀海街81號4樓,23.4,住,,,1011006,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,114.72,3,2,2,有,有,2324900,20267,,0.0,0,,RPQNMLMLIIHFFBC76CA,80.69,0.0,10.63,有,,13.0,101,False
847,938,中正區,房地(土地+建物),基隆市中正區觀海街192號12樓,22.66,住,,,1010916,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.23,3,2,2,有,有,1950000,17375,,0.0,0,,RPROMLOLIIHFFBC17CA,80.74,0.0,10.63,有,,13.0,101,False
848,939,中正區,房地(土地+建物),基隆市中正區觀海街192號14樓,22.66,住,,,1010914,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.23,3,2,2,有,有,2300000,20494,,0.0,0,,RPTNMLKMIIHFFBC96CA,80.74,0.0,10.63,有,,13.0,101,False
849,940,仁愛區,房地(土地+建物),基隆市仁愛區劉銘傳路95巷20之4號,33.0,住,,,1010928,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0631002,95.25,2,2,1,有,無,3050000,32021,,0.0,0,,RPOOMLPLIIHFFBC96CA,95.25,0.0,0.0,無,,38.0,101,False
850,941,中正區,房地(土地+建物),基隆市中正區新豐街168號5樓,5.64,住,,,1011003,土地1建物1車位0,五層,二十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851129,31.29,0,0,0,無,有,830000,26530,,0.0,0,,RPWRMLLJJIHFFBC57CA,19.72,0.0,4.31,無,,16.0,101,False
851,943,安樂區,房地(土地+建物),基隆市安樂區基金一路116號2樓之11,18.16,住,,,1011005,土地4建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850406,105.5,3,2,2,有,有,3300000,31280,,0.0,0,,RPRPMLQLIIHFFCC67DA,71.98,0.0,9.8,有,,16.0,101,False
852,944,七堵區,車位,基隆市七堵區福六街37號地下層,7.41,住,,,1011005,土地0建物0車位1,地下層,五層,其他,見其他登記事項,鋼筋混凝土造,0810212,29.76,0,0,0,有,無,700000,,坡道平面,29.75,700000,,RPQOMLNLIIHFFCC17DA,0.0,0.0,0.0,無,,20.0,101,False
853,945,安樂區,房地(土地+建物),基隆市安樂區中和路168巷7弄25號5樓,25.78,住,,,1010922,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,105.58,3,2,2,有,無,1500000,14207,,0.0,0,,RPOOMLNLIIHFFCC96DA,87.71,0.0,4.77,無,,17.0,101,False
854,946,安樂區,房地(土地+建物),基隆市安樂區中和路168巷13弄29號5樓,39.27,住,,,1011008,土地3建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,154.54000000000002,3,2,2,有,有,2850000,18443,,0.0,0,,RPWNMLMLIIHFFCC57DA,120.79,0.0,7.01,無,,17.0,101,False
855,947,安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路112巷110弄20之4號10樓,15.88,住,,,1010923,土地4建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851126,129.28,3,2,2,有,有,3480000,26918,坡道平面,0.0,0,,RPWOMLQLIIHFFCC18EA,78.64,0.0,11.34,有,,16.0,101,False
856,948,中正區,房地(土地+建物),基隆市中正區基隆市中正區觀海街221號15樓,6.07,住,,,1010926,土地2建物1車位0,十五層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.54,1,0,1,無,有,700000,22192,,0.0,0,,RPXNMLRJJIHFFBC97DA,20.55,0.0,2.87,無,,13.0,101,False
857,949,中正區,房地(土地+建物),基隆市中正區觀海街219號15樓,6.07,住,,,1010926,土地2建物1車位0,十五層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.769999999999996,1,0,1,無,有,700000,22032,,0.0,0,,RPOOMLRJJIHFFBC17DA,20.55,0.0,3.1,無,,13.0,101,False
858,950,中正區,房地(土地+建物),基隆市中正區觀海街135號14樓,33.52,住,,,1010919,土地2建物2車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,175.58,4,2,2,有,有,4200000,23921,,0.0,0,,RPRNMLPKJIHFFBC27DA,117.62,0.0,14.34,有,,13.0,101,False
859,951,中正區,房地(土地+建物),基隆市中正區新豐街486之1，4樓,16.3,住,,,1011002,土地3建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,90.71000000000001,3,2,1,有,有,2910000,32082,,0.0,0,,RPUOMLPJJIHFFBC57DA,64.14,0.86,8.67,有,,15.0,101,False
860,952,中正區,房地(土地+建物),基隆市中正區新豐街303巷15弄21號,26.81,住,,,1010926,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,103.76,3,2,1,有,無,2300000,22166,,0.0,0,,RPUNMLMLIIHFFBC27DA,71.97,7.51,0.0,無,,16.0,101,False
861,953,安樂區,房地(土地+建物),基隆市安樂區樂利三街229巷4之3號,28.08,住,,,1011011,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701116,88.27,3,1,2,有,無,1800000,20392,,0.0,0,,RPPOMLLMIIHFFCC86CA,76.62,0.0,11.65,無,,31.0,101,False
862,954,安樂區,房地(土地+建物),基隆市安樂區安樂路1段150之2號3樓,4.19,其他,,,1011005,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850508,44.39,1,1,1,有,有,1100000,24780,,0.0,0,,RPSOMLQLIIHFFCC57CA,30.44,0.0,7.56,有,,16.0,101,False
863,955,七堵區,房地(土地+建物)+車位,基隆市七堵區大德路35之6號7樓之2,18.5,住,,,1010906,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890202,121.30000000000001,3,2,2,有,有,3500000,28854,升降機械,0.0,0,,RPTOMLLMIIHFFCC27CA,79.52,0.0,11.18,有,,12.0,101,False
864,956,安樂區,房地(土地+建物)+車位,基隆市安樂區樂利二街62巷230號13樓,21.7,住,,,1010917,土地2建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,144.94,3,2,2,有,有,3900000,26907,坡道平面,0.0,0,,RPRNMLMKJIHFFCC96CA,74.98,0.45,9.56,有,,13.0,101,False
865,957,七堵區,房地(土地+建物)+車位,基隆市七堵區綠葉街75號,113.28,其他,山坡地保育區,丙種建築用地,1011001,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0880703,230.60000000000002,4,3,3,有,有,7900000,34259,坡道平面,0.0,0,,RPWOMLQKJIHFFCC97CA,179.17,26.05,12.99,無,,13.0,101,False
866,958,七堵區,房地(土地+建物)+車位,基隆市七堵區俊賢路55號6樓,34.83,工,,,1011001,土地1建物1車位1,六層,六層,廠辦,工商用,鋼筋混凝土造,0810612,181.04,0,0,0,無,有,4510000,24912,升降機械,0.0,0,,RPXNMLKMIIHFFCC47CA,104.78,0.0,6.05,無,,20.0,101,False
867,959,中山區,房地(土地+建物),基隆市中山區西定路9號3樓,23.25,商,,,1010918,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土加強磚造,0640311,74.1,4,1,1,有,無,2600000,35088,,0.0,0,,RPVNMLPLIIHFFCC67CA,74.1,0.0,0.0,無,,37.0,101,False
868,960,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街135號12樓,29.12,住,,,1011005,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,178.99,3,2,2,有,無,6000000,34465,坡道平面,42.62,1300000,,RPROMLKMIIHFFCC96CA,88.39,0.0,10.17,有,,3.0,101,False
869,961,暖暖區,房地(土地+建物)+車位,基隆市暖暖區碇內街133之1號9樓,29.12,住,,,1011001,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980624,168.5,3,2,2,有,無,5650000,34442,坡道平面,32.04,950000,,RPTOMLKMIIHFFCC17CA,88.39,0.0,10.17,有,,3.0,101,False
870,962,仁愛區,房地(土地+建物),基隆市仁愛區成功一路133巷40號3樓,29.5,住,,,1011003,土地8建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860630,170.92,3,2,2,有,無,6900000,40369,,0.0,0,,RPRNMLNLIIHFFBC07DA,100.96,0.0,12.45,有,,15.0,101,False
871,963,中正區,房地(土地+建物),基隆市中正區祥豐街353號2樓,32.51,住,,,1010809,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720803,107.24,3,2,2,有,無,2650000,24711,,0.0,0,,RPVNMLMJJIHFFBC27DA,94.83,0.0,12.41,無,,29.0,101,False
872,964,仁愛區,房地(土地+建物)+車位,基隆市仁愛區華一街18號12樓,26.46,住,,,1010921,土地8建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860630,156.08,3,2,2,有,有,7000000,44850,坡道平面,0.0,0,,RPTNMLQLIIHFFBC57DA,91.55,0.0,12.38,有,,15.0,101,False
873,965,信義區,房地(土地+建物)+車位,基隆市信義區深溪路55巷96號4樓,26.18,住,,,1010928,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880122,134.68,3,2,2,有,有,3300000,24503,坡道平面,0.0,0,,RPSNMLPLIIHFFBC37DA,73.65,0.0,10.02,無,,13.0,101,False
874,966,中正區,房地(土地+建物),基隆市中正區新豐街486號2樓,21.73,住,,,1010925,土地3建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,113.66999999999999,3,2,2,有,有,3450000,30351,,0.0,0,,RPOOMLMKJIHFFBC76DA,80.35,0.0,10.64,有,,15.0,101,False
875,967,安樂區,房地(土地+建物)+車位,基隆市安樂區基金二路1巷176號14樓,25.12,住,,,1010926,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820107,175.55,3,2,2,有,有,4000000,22786,升降平面,0.0,0,,RPSNMLOLIIHFFCC37DA,97.31,3.63,10.46,有,,19.0,101,False
876,968,中正區,房地(土地+建物),基隆市中正區豐稔街26巷24之2號,35.25,商,,,1010924,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0670614,88.56,3,2,1,有,無,2150000,24277,,0.0,0,,RPPNMLRLIIHFFBC17CA,88.56,0.0,0.0,無,,34.0,101,False
877,969,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷58號三樓,37.33,住,,,1011003,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,154.85,3,2,2,有,有,6400000,41420,坡道平面,19.65,800000,,RPTNMLSLIIHFFBC67CA,79.81,5.5,11.01,有,,0.0,101,False
878,970,信義區,房地(土地+建物)+車位,基隆市信義區東信路236巷56號四樓,35.19,住,,,1011009,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010620,147.86,3,2,2,有,有,5950000,40558,坡道平面,19.65,750000,,RPUNMLSLIIHFFBC77CA,74.95,5.82,11.0,有,,0.0,101,False
879,971,中正區,房地(土地+建物),基隆市中正區義二路171號7樓,12.5,商,,,1011002,土地2建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810120,90.77,1,2,1,有,無,4920000,54204,,0.0,0,,RPTNMLPLIIHFFBC37CA,79.25,0.0,7.55,有,,20.0,101,False
880,972,信義區,房地(土地+建物),基隆市信義區深溪路36巷60弄10號3樓,13.6,住,,,1010928,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840525,57.04,2,2,1,有,無,1250000,21916,,0.0,0,,RPUNMLPLIIHFFBC47CA,50.03,0.0,4.61,有,,17.0,101,False
881,973,中正區,房地(土地+建物),基隆市中正區新豐街303巷16弄21號底層,31.68,住,,,1011004,土地1建物1車位0,地下一層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0850208,128.79999999999998,2,1,2,有,無,3600000,27949,,0.0,0,,RPQOMLOLIIHFFBC07CA,125.99,0.0,0.0,無,,16.0,101,False
882,975,中正區,房地(土地+建物),基隆市中正區祥豐街95號3樓之7,6.42,住,,,1011008,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880510,31.270000000000003,1,1,1,有,有,700000,22385,,0.0,0,,RPRNMLOLIIHFFBC07CA,21.95,0.0,3.31,有,,13.0,101,False
883,976,安樂區,房地(土地+建物)+車位,基隆市安樂區中和路85巷23號5樓,12.91,住,,,1011008,土地6建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,70.42,1,1,1,有,有,1850000,26270,坡道機械,0.0,0,,RPSNMLQLIIHFFCC47CA,35.56,0.38,4.26,有,,15.0,101,False
884,977,安樂區,房地(土地+建物)+車位,基隆市安樂區武崙里基金一路135巷5弄49號7樓,30.13,住,,,1011003,土地2建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840304,180.29000000000002,4,3,2,有,有,6300000,34943,坡道平面,0.0,0,,RPTNMLQLIIHFFCC57CA,120.06,0.0,10.37,有,,17.0,101,False
885,978,安樂區,房地(土地+建物),基隆市安樂區武嶺街307號2樓之1,12.83,住,,,1011012,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850118,60.519999999999996,1,1,1,有,有,2100000,34701,,0.0,0,,RPPOMLOLIIHFFCC07CA,45.31,0.0,4.49,有,,16.0,101,False
886,979,中正區,房地(土地+建物),基隆市中正區新豐街303巷21弄25號2樓,24.43,住,,,1010918,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,81.53999999999999,2,2,1,有,有,1350000,16556,,0.0,0,,RPQNMLQJJIHFFBC07CA,54.79,0.0,6.67,無,,16.0,101,False
887,980,中正區,房地(土地+建物),基隆市中正區觀海街151號15樓,6.07,住,,,1011010,土地2建物1車位0,十五層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.17,1,1,1,有,有,720000,23102,,0.0,0,,RPQNMLPJJIHFFBC96CA,0.0,0.0,0.0,無,,13.0,101,False
888,981,中正區,房地(土地+建物),基隆市中正區觀海街53號9樓,23.4,住,,,1011002,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.97999999999999,3,2,2,有,有,2400000,21243,,0.0,0,,RPRNMLPJJIHFFBC07CA,80.69,0.0,10.63,有,,13.0,101,False
889,983,中正區,房地(土地+建物)+車位,基隆市中正區觀海街190號12樓,14.2,住,,,1011006,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.51,2,1,2,有,有,2100000,23900,坡道平面,41.38,400000,,RPXNMLPLIIHFFBC77CA,51.22,0.0,6.7,有,,13.0,101,False
890,984,中正區,房地(土地+建物),基隆市中正區北寧路384號6樓,16.2,住,,,1010730,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841006,132.09,3,1,2,有,有,2780000,21046,,0.0,0,,RPVNMLQLIIHFFBC67CA,88.64,0.0,8.72,有,,17.0,101,False
891,985,仁愛區,房地(土地+建物)+車位,基隆市仁愛區仁一路257號31樓之7,10.53,商,,,1011012,土地2建物1車位1,三十一層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970204,245.10000000000002,3,2,2,有,有,17500000,71400,坡道平面,59.54,0,,RPWNMLMJJIHFFBC27CA,122.21,0.0,8.59,有,,4.0,101,False
892,986,暖暖區,房地(土地+建物),基隆市暖暖區暖暖街530巷17之3號,22.8,住,,,1010905,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720510,83.93,2,2,1,有,無,1650000,19658,,0.0,0,,RPVOMLQLIIHFFCC97DA,73.23,0.0,0.0,無,,29.0,101,False
893,987,安樂區,房地(土地+建物),基隆市中山區中和路85巷25號11樓之4,17.49,住,,,1010918,土地6建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,68.56,3,1,2,有,有,2475000,36099,,0.0,0,,RPOOMLMLJIHFFCC96DA,45.55,1.45,8.5,有,,15.0,101,False
894,988,信義區,房地(土地+建物),基隆市信義區崇法街180之3號,35.97,住,,,1010918,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0660113,95.71,3,1,1,有,無,1500000,15672,,0.0,0,,RPRNMLMLJIHFFBC17EA,95.71,0.0,0.0,無,,35.0,101,False
895,989,中正區,房地(土地+建物),基隆市中正區新豐街329巷6號,68.51,住,,,1010920,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0721208,83.5,2,2,2,有,無,3100000,37126,,0.0,0,,RPQNMLRJJIHFFBC27DA,77.12,3.19,3.19,無,,29.0,101,False
896,990,中正區,房地(土地+建物)+車位,基隆市中正區新豐街460號之10        16樓,8.49,住,,,1010930,土地3建物1車位1,十六層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,73.77,1,1,1,有,有,1710000,23179,坡道平面,34.17,0,,RPOOMLKLJIHFFBC66DA,25.26,0.0,4.9,無,,15.0,101,False
897,991,仁愛區,房地(土地+建物)+車位,基隆市仁愛區成功一路133巷6號7樓,29.5,住,,,1010911,土地8建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860630,170.96,3,2,2,有,有,7000000,40945,坡道平面,0.0,0,,RPUNMLQLIIHFFBC67DA,101.0,0.0,12.45,有,,15.0,101,False
898,992,中正區,房地(土地+建物),基隆市中正區中正路538號,28.91,商,,,1010918,土地1建物1車位0,一層，騎樓，停車場,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0780428,139.75,2,1,1,有,無,5200000,37208,,0.0,0,,RPVNMLOLIIHFFBC57DA,120.29,4.06,0.0,無,,23.0,101,False
899,993,中正區,房地(土地+建物)+車位,基隆市中正區新豐街488號之6  8樓,23.43,住,,,1010925,土地3建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,146.82999999999998,3,2,2,有,有,3600000,24518,坡道平面,0.0,0,,RPRNMLPLIIHFFBC27DA,80.35,0.0,10.64,有,,15.0,101,False
900,994,暖暖區,房地(土地+建物)+車位,基隆市暖暖區東勢街6之50號4樓,44.79,住,,,1010910,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0931115,194.16,4,2,2,有,有,9000000,46353,坡道平面,0.0,0,,RPWOMLQLIIHFFCC97CA,98.13,0.96,13.02,有,,8.0,101,False
901,996,安樂區,房地(土地+建物),基隆市安樂區新西街100號,37.0,住,,,1011008,土地1建物1車位0,一層，二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0590610,43.56,3,2,2,有,無,750000,17218,,0.0,0,,RPPOMLTLIIHFFCC57CA,43.56,0.0,0.0,無,,42.0,101,False
902,998,安樂區,房地(土地+建物),基隆市安樂區基金一路112巷44號,55.66,住,,,1010929,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0720916,115.85,4,2,3,有,無,4800000,41433,,0.0,0,,RPPNMLKLJIHFFCC66CA,63.8,42.41,9.64,無,,29.0,101,False
903,999,暖暖區,房地(土地+建物),基隆市暖暖區源遠路249巷189之6號12樓,12.9,住,,,1010914,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860125,78.53999999999999,3,2,2,有,有,2140000,27249,,0.0,0,,RPQNMLKLJIHFFCC76CA,49.21,0.0,8.04,有,,15.0,101,False
904,1000,七堵區,房地(土地+建物)+車位,基隆市七堵區百六街136號,67.69,住,,,1010926,土地1建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010504,239.63,1,3,3,有,有,14000000,58422,坡道平面,0.0,0,,RPWNMLNLJIHFFCC67CA,144.2,0.0,22.61,無,,0.0,101,False
905,1001,暖暖區,房地(土地+建物),基隆市安樂區源遠路152巷49號7樓,17.8,住,,,1011005,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820927,97.87,3,2,2,有,有,2300000,23500,,0.0,0,,RPUNMLMKJIHFFCC27CA,74.6,0.0,7.17,有,,19.0,101,False
906,1002,暖暖區,房地(土地+建物)+車位,基隆市暖暖區八堵路20巷18號,37.35,住,,,1010926,土地2建物1車位1,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0901004,176.72,4,2,2,有,無,5600000,31688,坡道平面,0.0,0,,RPUOMLQJJIHFFCC67CA,112.13,0.0,8.19,無,,11.0,101,False
907,1004,七堵區,房地(土地+建物)+車位,基隆市七堵區百七街74號6樓,50.58,住,,,1011001,土地1建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800823,198.95,4,2,2,有,有,7100000,35688,坡道平面,0.0,0,,RPSOMLLMIIHFFCC17CA,113.88,0.0,13.34,有,,21.0,101,False
908,1005,七堵區,房地(土地+建物),基隆市七堵區明德一路2巷11號,17.8,住,,,1011014,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0661228,73.41,3,1,1,有,無,2380000,32421,,0.0,0,,RPTNMLLJJIHFFCC96CA,73.41,0.0,0.0,無,,35.0,101,False
909,1006,暖暖區,房地(土地+建物),基隆市暖暖區過港路10巷124號11樓,13.16,住,,,1011009,土地4建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841218,63.74,3,2,1,有,有,1600000,25103,,0.0,0,,RPPNMLKMIIHFFCC66CA,52.15,0.0,4.59,有,,17.0,101,False
910,1007,安樂區,房地(土地+建物),基隆市安樂區安樂路二段166巷8之5號,29.71,住,,,1010928,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0700724,103.51,3,2,1,有,有,4250000,41061,,0.0,0,,RPPPMLQLIIHFFCC37CA,81.94,0.0,7.2,有,,31.0,101,False
911,1008,暖暖區,房地(土地+建物),基隆市暖暖區碇內街184巷5號3樓,28.28,住,,,1010928,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830224,95.11,4,2,2,有,無,2000000,21029,,0.0,0,,RPQNMLLMIIHFFCC86CA,78.07,3.9,2.11,無,,18.0,101,False
912,1009,仁愛區,房地(土地+建物),基隆市仁愛區光二路20號及18號,83.2,商,,,1010915,土地2建物2車位0,一層，二層，三層，四層，防空避難室，騎樓,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土加強磚造,0620720,317.49,4,3,4,有,無,15800000,49765,,0.0,0,,RPQOMLQLIIHFFBC37DA,317.49,0.0,0.0,無,,39.0,101,False
