,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址
2383,2755,大安區,房地(土地+建物),臺北市大安區信義路三段134巷100號二樓,14.61,住,,,1101208,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750415,73.42,3,2,2,有,有,17000000,231545,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKJHHGFFA08EA,53.23,0.28,6.62,有,,35.0,110,False
2384,2757,大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段90巷12號六樓之5,11.46,住,,,1101204,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970125,83.16,1,1,1,有,有,17500000,304146,坡道機械,31.55,1800000,,RPQOMLNJJHHGFFA27EA,29.59,3.15,2.86,有,,13.0,110,False
2385,2758,士林區,房地(土地+建物),臺北市士林區通河街325巷68之5號,10.88,住,,,1101206,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591210,29.48,1,1,1,有,有,5030000,170624,,0.0,0,,RPTNMLOKJHHGFEA57EA,26.28,1.85,1.35,無,,51.0,110,False
2386,2760,南港區,房地(土地+建物),臺北市南港區重陽路503號八樓之1,34.43,住,,,1100821,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950418,79.21000000000001,4,1,1,有,有,16920000,213609,,0.0,0,,RPQPMLPJJHHGFDA37EA,48.39,1.85,6.93,有,,15.0,110,False
2387,2761,信義區,房地(土地+建物)+車位,臺北市信義區信義路五段8巷11號九樓,7.33,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101127,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0871019,96.26,1,1,1,有,有,17810000,185020,升降平面,0.0,0,夾層；,RPRPMLPJJHHGFDA47EA,24.22,1.22,3.81,有,939.0,23.0,110,False
2388,2762,信義區,房地(土地+建物),臺北市信義區永吉路132號七樓,12.02,商,,,1101108,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730908,118.69,2,2,2,有,無,25500000,214845,,0.0,0,,RPTPMLPJJHHGFDA67EA,110.57,0.0,3.19,有,,37.0,110,False
2389,2763,信義區,房地(土地+建物)+車位,臺北市信義區松信路50巷6號五樓,63.3,住,,,1101230,土地1建物1車位4,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021206,464.49,0,0,0,無,有,80000000,172232,坡道平面,179.96,0,,RPRNMLOKJHHGFDA27EA,163.35,16.33,19.22,有,,8.0,110,False
2390,2764,信義區,房地(土地+建物),臺北市信義區基隆路一段350號六樓之8,9.74,商,,,1101221,土地3建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0621124,40.85,1,1,1,有,有,13000000,318237,,0.0,0,,RPSOMLNKJHHGFDA37EA,30.32,0.0,0.0,有,,48.0,110,False
2391,2765,松山區,房地(土地+建物),臺北市松山區民族東路668巷1弄3號三樓,39.25,住,,,1101214,土地1建物1車位0,三層，露台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0600123,96.89,3,2,2,有,無,12300000,126948,,0.0,0,含地政士服務費2000元；親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPTOMLMKJHHGFDA37EA,96.89,0.0,0.0,無,940.0,50.0,110,False
2392,2766,松山區,房地(土地+建物)+車位,臺北市松山區健康路325巷25弄10號十樓,19.81,住,,,1110102,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,180.94,3,2,2,有,有,48200000,266387,坡道平面,39.88,0,,RPXNMLOKJHHGFDA87EA,85.26,5.36,10.55,有,,1.0,111,False
2393,2768,信義區,車位,臺北市信義區和平東路三段463巷15號,0.39,住,,,1110105,土地1建物1車位1,一層，地下一層，地下二層,十一層,其他,停車空間,鋼筋混凝土造,0891021,6.32,0,0,0,有,有,950000,,塔式車位,0.0,950000,僅車位交易；,RPQQMLNLKIGGFDA57EA,0.0,0.0,0.0,有,942.0,22.0,111,False
2394,2769,信義區,車位,臺北市信義區富陽街57號地下一樓,0.05,住,,,1101226,土地1建物1車位1,地下一層,七層,其他,一般事務所,鋼筋混凝土造,0991210,11.56,0,0,0,有,有,1400000,,塔式車位,11.56,1400000,車位所在樓層：地下三層獎5號僅車位交易；,RPRQMLNLKIGGFDA67EA,0.0,0.0,0.0,有,943.0,11.0,110,False
2395,2770,中山區,房地(土地+建物)+車位,臺北市中山區北安路668號十樓,25.66,住,,,1101210,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090110,155.18,0,0,0,無,無,54130000,396222,其他,23.36,1900000,,RPROMLNKJHHGFCA17EA,74.42,0.0,9.15,有,,1.0,110,False
2396,2771,中山區,房地(土地+建物)+車位,臺北市中山區北安路666號十樓,24.4,住,,,1101210,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090110,149.79000000000002,0,0,0,無,無,52000000,396267,其他,23.36,1900000,,RPSOMLNKJHHGFCA27EA,74.44,0.0,5.81,有,,1.0,110,False
2397,2772,中山區,房地(土地+建物)+車位,臺北市中山區北安路630巷15號八樓,35.52,住,,,1101201,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830722,214.58,4,2,2,有,有,50800000,236742,坡道平面,0.0,0,,RPWPMLNKJHHGFCA77EA,178.22,3.61,17.53,有,,27.0,110,False
2398,2773,中山區,房地(土地+建物),臺北市中山區雙城街43巷7號六樓之7,4.63,商,,,1110107,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680419,31.159999999999997,0,0,0,無,有,5520000,177150,,0.0,0,,RPSNMLOKJHHGFCA27EA,21.77,0.0,3.29,有,944.0,43.0,111,False
2399,2774,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段280巷100之1號六樓,28.56,住,,,1101226,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830314,160.24,3,2,2,有,有,31600000,242036,坡道平面,40.01,2500000,,RPUQMLPJJHHGFCA77EA,124.26,2.77,8.21,有,945.0,27.0,110,False
2400,2776,內湖區,房地(土地+建物),臺北市內湖區成功路五段63號五樓,22.68,商,,,1101115,土地3建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,112.61,2,2,2,有,無,18800000,166948,,0.0,0,,RPQQMLRKJHHGFCA67EA,84.5,0.0,15.77,有,,40.0,110,False
2401,2777,內湖區,房地(土地+建物),臺北市內湖區成功路五段55之1號四樓,29.23,商,,,1101210,土地3建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,146.81,4,0,4,有,有,25980000,176963,,0.0,0,,RPRQMLPJJHHGFCA47EA,98.0,0.0,30.0,有,,40.0,110,False
2402,2778,中正區,房地(土地+建物)+車位,臺北市中正區衡陽路26號十一樓之2,7.38,商,,,1101217,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050503,104.88,2,1,1,有,有,30000000,301866,其他,13.78,2500000,,RPSNMLSKJHHGFBA57EA,45.73,0.0,11.85,有,,5.0,110,False
2403,2779,文山區,房地(土地+建物)+車位,臺北市文山區木新路三段88之2號九樓,14.95,住,,,1101224,土地1建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000718,124.63,4,2,2,有,有,17500000,140416,坡道平面,0.0,0,,RPVNMLNKJHHGFAA27EA,48.72,4.83,6.96,有,946.0,10.0,110,False
2404,2780,大同區,房地(土地+建物)+車位,臺北市大同區天水路33號十二樓之1,15.57,商,,,1110103,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060814,184.95,3,2,1,有,有,34680000,224312,升降平面,39.26,2000000,,RPVNMLNKJHHGFBA37EA,84.56,2.86,9.35,有,947.0,5.0,111,False
2405,2781,萬華區,房地(土地+建物),臺北市萬華區青年路178巷64號,17.63,住,,,1101206,土地1建物1車位0,一層，平台，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0640523,69.63,1,2,1,有,無,9500000,136435,,0.0,0,,RPSNMLOKJHHGFBA17EA,61.25,0.0,0.0,無,,46.0,110,False
2406,2782,大同區,房地(土地+建物)+車位,臺北市大同區天水路11號,8.21,商,,,1101122,土地1建物1車位1,一層，騎樓,十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1011214,125.68,0,0,1,有,有,17000000,156284,坡道平面,32.9,2500000,,RPVNMLOKJHHGFBA47EA,53.16,0.0,10.83,有,,9.0,110,False
2407,2783,大安區,房地(土地+建物),臺北市大安區復興南路一段219巷23號六樓,42.62,住,,,1101203,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651119,218.17,3,2,2,有,無,63350000,290370,,0.0,0,陽台外推；,RPSOMLLKJHHGFFA27DA,191.27,0.0,26.9,有,,45.0,110,False
2408,2784,大安區,房地(土地+建物),臺北市大安區信義路三段134巷65弄2號六樓,36.8,住,,,1101209,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750515,151.52,3,2,2,有,有,31500000,207893,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPWNMLNKJHHGFFA77DA,93.27,0.0,17.35,有,,35.0,110,False
2409,2786,大安區,房地(土地+建物),臺北市大安區敦化南路一段191號十四樓,22.07,住,,,1101123,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731030,207.75,1,2,2,有,有,60000000,288809,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLOKJHHGFFA87DA,151.77,0.0,20.05,有,,37.0,110,False
2410,2787,大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段170巷18弄2號二樓,21.0,商,,,1101216,土地2建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821115,130.2,1,1,2,有,有,33800000,259601,升降平面,0.0,0,夾層；,RPPOMLOKJHHGFFA27DA,64.41,0.0,7.67,有,948.0,28.0,110,False
2411,2788,大安區,車位,臺北市大安區市民大道四段136之4號,0.02,住,,,1110101,土地1建物1車位1,一層,十層,其他,一般零售業〈甲組〉,鋼筋混凝土造,0950828,4.859999999999999,0,0,0,有,有,1260000,,塔式車位,0.0,1260000,僅車位交易；,RPQOMLNKJHHGFFA27DA,0.0,0.0,0.0,有,949.0,16.0,111,False
2412,2789,大安區,房地(土地+建物),臺北市大安區復興南路二段65號十一樓之3,11.18,商,,,1101121,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670118,120.33,3,2,2,有,有,29500000,245159,,0.0,0,,RPROMLSLKIGGFFA08DA,97.64,0.0,5.7,有,,43.0,110,False
2413,2790,大安區,房地(土地+建物),臺北市大安區基隆路二段182巷2號六樓,24.15,商,,,1101207,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820323,186.37,3,2,2,有,有,41000000,219992,,0.0,0,陽台外推；,RPSPMLNJJHHGFFA47DA,125.78,0.0,9.46,有,,28.0,110,False
2414,2791,大安區,房地(土地+建物),臺北市大安區敦化南路二段46號十一樓之12,12.02,住,,,1101031,土地1建物2車位0,十一層，陽台,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0640602,139.3,2,2,2,有,有,44800000,321608,,0.0,0,陽台外推；,RPWOMLPKKIGGFFA18DA,108.72,0.0,0.0,有,,46.0,110,False
2415,2792,大安區,房地(土地+建物)+車位,臺北市大安區信義路四段386號十三樓,24.14,商,,,1101116,土地6建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,345.86,4,2,3,有,有,120000000,346961,坡道平面,0.0,0,,RPQOMLQJKIGGFFA57DA,157.17,7.84,14.9,有,950.0,10.0,110,False
2416,2795,信義區,房地(土地+建物),臺北市信義區崇德街128號五樓,10.71,住,,,1101217,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790817,56.25,2,1,1,有,有,14500000,257732,,0.0,0,陽台加窗陽台外推；,RPWOMLOKJHHGFDA77DA,43.97,0.0,5.49,有,951.0,31.0,110,False
2417,2796,松山區,房地(土地+建物)+車位,臺北市松山區健康路325巷25弄22號十樓,27.27,住,,,1101104,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,229.74,4,2,2,有,有,14000000,60938,坡道平面,39.88,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLOKJHHGFDA87DA,118.15,3.96,13.05,有,,0.0,110,False
2418,2797,信義區,房地(土地+建物),臺北市信義區吳興街524巷35號四樓,35.38,住,,,1101107,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690318,95.11,7,4,3,有,無,14070000,147934,,0.0,0,,RPPPMLRJJHHGFDA37DA,88.01,0.0,7.1,無,952.0,41.0,110,False
2419,2798,信義區,房地(土地+建物),臺北市信義區永吉路127巷11弄6號七樓,12.59,住,,,1101030,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061130,56.91,1,0,1,有,有,14370000,252504,,0.0,0,,RPRNMLKKJHHGFDA76DA,23.35,2.13,4.25,有,,4.0,110,False
2420,2799,信義區,房地(土地+建物),臺北市信義區永吉路127巷11弄6號八樓,12.68,住,,,1101103,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061130,57.25,1,0,1,有,有,14590000,254847,,0.0,0,,RPSNMLKKJHHGFDA86DA,23.51,2.13,4.25,有,,4.0,110,False
2421,2800,松山區,車位,臺北市松山區八德路四段445之1號,0.62,商,,,1110104,土地1建物1車位1,一層,十四層,其他,一般零售業,鋼筋混凝土造,0970205,31.759999999999998,0,0,0,有,有,1980000,,升降平面,31.76,1980000,含租約；僅車位交易；,RPPPMLLKJHHGFDA86DA,0.0,0.0,0.0,有,953.0,14.0,111,False
2422,2801,松山區,房地(土地+建物),臺北市松山區八德路四段765號五樓之7,4.33,商,,,1101108,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860613,38.660000000000004,1,1,1,有,有,10200000,263839,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLLKJHHGFDA86DA,25.05,0.0,3.23,有,954.0,24.0,110,False
2423,2802,北投區,房地(土地+建物),臺北市北投區明德路283號三樓,24.25,住,,,1101222,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731002,131.16,3,2,2,有,無,22500000,171546,,0.0,0,陽台外推；,RPVNMLOKJHHGFEA67DA,102.84,1.42,8.34,有,,37.0,110,False
2424,2803,北投區,房地(土地+建物),臺北市北投區公路147號五樓,27.23,住,,,1101009,土地6建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700219,89.53,4,2,3,有,無,10680000,119290,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPUPMLNJJHHGFEA57DA,71.76,11.4,6.37,無,,40.0,110,False
2425,2804,士林區,房地(土地+建物),臺北市士林區德行東路109巷17弄7號三樓,12.8,住,,,1101231,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670424,59.81,3,2,2,有,無,4600000,76910,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLNJJHHGFEA47DA,52.95,0.0,6.87,無,,43.0,110,False
2426,2805,北投區,房地(土地+建物),臺北市北投區泉源路49號五樓,25.79,都市：其他:第二種住宅區。,,,1101219,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710226,148.76999999999998,2,2,2,有,有,12300000,82678,,0.0,0,其他增建；,RPWOMLPJJHHGFEA87DA,96.29,0.0,12.54,有,955.0,39.0,110,False
2427,2806,士林區,房地(土地+建物),臺北市士林區中山北路六段2巷41弄3號二樓,31.51,住,,,1101126,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710804,104.02,2,2,2,有,無,20880000,200731,,0.0,0,陽台外推；其他增建；,RPVPMLRJJHHGFEA08DA,87.5,0.0,14.33,無,956.0,39.0,110,False
2428,2807,士林區,車位,臺北市士林區天母北路28巷39號,1.53,住,,,1101231,土地1建物1車位1,一層,九層,其他,一般零售業,鋼筋混凝土造,0970130,14.9,0,0,0,有,有,1850000,,升降機械,0.0,1850000,僅車位交易；,RPRNMLTJJHHGFEA67DA,0.0,0.0,0.0,有,957.0,13.0,110,False
2429,2809,北投區,房地(土地+建物),臺北市北投區崗山路5巷20號三樓,23.71,住,,,1101207,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,89.58,3,1,1,有,無,8800000,98236,,0.0,0,,RPSPMLQJJHHGFEA67DA,76.29,0.0,8.04,無,,40.0,110,False
2430,2810,士林區,房地(土地+建物)+車位,臺北市士林區中正路212巷4號三樓之1,20.68,商,,,1100909,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000706,181.17000000000002,2,2,2,有,有,37070000,204614,升降平面,45.16,0,其他增建；,RPUOMLQJJHHGFEA77DA,73.17,8.21,4.88,有,,10.0,110,False
2431,2811,北投區,房地(土地+建物),臺北市北投區大度路三段301巷86號,31.75,住,,,1101206,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680316,88.2,3,1,1,有,無,2600000,29478,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLKKJHHGFEA17DA,76.9,11.3,0.0,無,,42.0,110,False
2432,2812,士林區,房地(土地+建物),臺北市士林區士東路266巷3弄15號,29.89,住,,,1101216,土地5建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690429,100.63,2,2,1,有,無,11370000,112988,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；含租約；,RPPNMLOKJHHGFEA07DA,88.0,12.63,0.0,無,,41.0,110,False
2433,2813,士林區,房地(土地+建物),臺北市士林區士東路266巷3弄15號地下,8.96,住,,,1101216,土地5建物1車位0,地下層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0690429,88.0,3,1,1,有,無,3030000,34432,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；含租約；,RPRNMLOKJHHGFEA27DA,88.0,0.0,0.0,無,,41.0,110,False
2434,2814,北投區,房地(土地+建物),臺北市北投區大業路596號二樓,24.96,商,,,1101212,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720202,117.97,2,2,2,有,無,14700000,124608,,0.0,0,,RPSNMLOKJHHGFEA37DA,98.29,0.0,6.07,無,,38.0,110,False
2435,2815,士林區,房地(土地+建物),臺北市士林區士東路12號四樓之3,15.25,住,,,1101120,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701230,86.59,2,2,1,有,無,18360000,212034,,0.0,0,陽台外推；其他增建；,RPVOMLKLKIGGFEA57DA,57.41,0.0,14.61,有,,40.0,110,False
2436,2816,士林區,房地(土地+建物),臺北市士林區中正路707巷5號六樓,20.77,住,,,1101222,土地3建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721011,103.8,4,2,1,有,有,13800000,132948,,0.0,0,陽台外推；其他增建；,RPVOMLNLKIGGFEA87DA,69.23,0.0,8.83,有,,38.0,110,False
2437,2819,南港區,房地(土地+建物),臺北市南港區研究院路三段68巷10弄9號二樓,24.81,住,,,1101130,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670726,72.18,4,0,4,有,無,8500000,117761,,0.0,0,其他增建:前陽台。其他增建；含租約；,RPWNMLKKKIGGFDA37DA,62.44,0.0,9.74,無,,43.0,110,False
2438,2820,信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷27弄96號二樓,26.72,住,,,1101210,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730423,114.57000000000001,3,2,2,有,有,20000000,174566,,0.0,0,,RPQNMLQLKIGGFDA47DA,99.75,1.13,4.35,有,,37.0,110,False
2439,2821,信義區,房地(土地+建物),臺北市信義區永吉路127巷11弄6號八樓之2,12.54,住,,,1101002,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061130,56.72,1,0,1,有,有,14350000,252997,,0.0,0,,RPPNMLRLKIGGFDA47DA,23.22,2.13,4.25,有,,4.0,110,False
2440,2822,信義區,房地(土地+建物)+車位,臺北市信義區永吉路53號四樓,8.25,商,,,1101012,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,114.25,2,2,1,有,有,24600000,215317,坡道機械,15.05,0,,RPRNMLPJJHHGFDA17DA,57.97,1.11,4.87,有,,14.0,110,False
2441,2823,信義區,房地(土地+建物),臺北市信義區信義路五段117號十一樓之2,7.77,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101217,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,47.69,0,0,0,無,有,13600000,285175,,0.0,0,陽台外推；,RPRQMLKMKIGGFDA37DA,27.51,1.28,3.82,有,,12.0,110,False
2442,2824,內湖區,房地(土地+建物)+車位,臺北市內湖區金豐街50號五樓,34.55,都市：其他:工商混合區(不得作住宅使用)。,,,1101216,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0991124,172.8,0,0,0,無,有,23100000,133681,坡道平面,38.72,0,,RPTPMLOLKIGGFCA67DA,78.23,8.96,4.64,有,959.0,11.0,110,False
2443,2825,中山區,房地(土地+建物),臺北市中山區新生北路二段62巷38之3號四樓之3,4.73,商,,,1101207,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800225,44.09,0,0,0,無,有,7600000,172375,,0.0,0,陽台外推；其他增建；,RPUNMLNJJHHGFCA17DA,28.32,0.0,5.28,有,,30.0,110,False
2444,2826,中山區,房地(土地+建物),臺北市中山區遼寧街76巷11號,11.83,住,,,1101119,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960516,33.22,1,1,1,有,無,10800000,325105,,0.0,0,一樓法定空地增建陽台外推；其他增建；,RPVNMLSLKIGGFCA08DA,21.57,0.0,2.72,無,,14.0,110,False
2445,2827,內湖區,房地(土地+建物)+車位,臺北市內湖區港華街97號六樓,16.18,住,,,1101211,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010515,117.5,2,2,1,有,有,25200000,214450,升降機械,0.0,0,其他增建；,RPUOMLMLKIGGFCA47DA,59.64,6.51,4.62,有,960.0,9.0,110,False
2446,2828,內湖區,房地(土地+建物),臺北市內湖區內湖路一段387巷3弄3號五樓,24.3,住,,,1101122,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690806,73.22,3,2,1,有,無,11080000,151325,,0.0,0,,RPOSMLLLKIGGFCA17DA,65.39,0.0,7.83,無,,41.0,110,False
2447,2829,內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街197號五樓之1,49.23,住,,,1101211,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010204,137.39,2,2,1,有,有,22600000,164495,坡道平面,37.86,0,陽台外推；其他增建；,RPTOMLNLKIGGFCA47DA,57.42,4.88,7.2,有,961.0,9.0,110,False
2448,2830,中山區,房地(土地+建物),臺北市中山區樂群二路200號二樓,47.09,住,,,1101208,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.47,3,2,2,有,有,29100000,187174,,0.0,0,陽台外推；其他增建；,RPSRMLLLKIGGFCA47DA,77.63,0.0,8.1,有,,21.0,110,False
2449,2831,中山區,房地(土地+建物)+車位,臺北市中山區南京東路一段120號六樓之5,38.79,商,,,1101222,土地1建物6車位1,六層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0851104,405.88,6,6,6,有,有,86715000,213647,升降機械,23.66,0,買賣雙方議定依建物每坪75萬元合計總價，一車位不計價。含租約；,RPXOMLQJJHHGFCA87DA,229.35,1.6,30.4,有,,25.0,110,False
2450,2832,中山區,房地(土地+建物)+車位,臺北市中山區南京東路一段120號三樓,43.61,商,,,1101222,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0851104,453.29999999999995,1,1,1,有,有,97477500,215040,升降機械,23.66,0,買賣雙方議定依建物每坪75萬元合計總價，一車位不計價。含租約；,RPVOMLQJJHHGFCA67DA,253.42,1.6,23.26,有,,25.0,110,False
2451,2833,中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷96號七樓,47.09,住,,,1101217,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,155.45999999999998,3,2,2,有,有,30500000,196192,坡道平面,0.0,0,陽台外推；,RPOPMLNKJHHGFCA86DA,77.62,0.0,8.1,有,,21.0,110,False
2452,2834,中山區,房地(土地+建物),臺北市中山區錦州街50號十二樓之27,2.83,商,,,1101207,土地3建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,31.01,0,0,0,無,有,3950000,127378,,0.0,0,,RPTNMLNKJHHGFCA17DA,21.78,0.0,2.73,有,,37.0,110,False
2453,2835,中山區,房地(土地+建物),臺北市中山區新生北路二段119巷5號三樓,36.5,住,,,1101214,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620123,109.71,5,1,2,有,無,19380000,176648,,0.0,0,其他增建；,RPXOMLMKJHHGFCA57DA,94.9,0.0,14.81,無,,48.0,110,False
2454,2836,中山區,房地(土地+建物),臺北市中山區民權東路一段64號,94.0,商,,,1101130,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0601126,404.95,2,2,8,有,無,142100000,350908,,0.0,0,含頂樓增建,RPVSMLLKJHHGFCA67DA,404.95,0.0,0.0,無,,50.0,110,False
2455,2837,中山區,房地(土地+建物),臺北市中山區林森北路409號九樓之31,2.41,商,,,1101230,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710531,26.650000000000002,0,0,0,無,有,3200000,120075,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMKJHHGFCA07DA,18.6,0.0,0.0,有,,39.0,110,False
